pair_id,pair_type,bootstrap_replicate,left_budget_flops,right_budget_flops,left_context_tokens,right_context_tokens,left_run_id,right_run_id,configuration_changed,left_N_B,right_N_B,delta_log_N,left_D_B,right_D_B,delta_log_D,left_predicted_loss,right_predicted_loss,delta_predicted_loss,left_training_cost_share,right_training_cost_share,delta_training_cost_share,total_variation_cost_share,left_budget_utilization,right_budget_utilization
T02,adjacent_budget,436,10000000000000000000000,1000000000000000000000000,2048,2048,1043,1232,True,6.86104,11.965825,0.5561956363450279,226.492,299.893,0.2807161201578312,2.1456090164578563,2.093377621812164,-0.052231394645692486,0.9360958562156765,0.9360958562156765,0.0,0.0,0.9960330417200128,0.02300063908774456
T03,adjacent_budget,436,10000000000000000000,10000000000000000000000,4096,4096,169,1036,True,0.162405,6.86104,3.7435210972968527,8.389,211.812,3.228777764921985,3.030373523867054,2.1507557001809277,-0.8796178236861265,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9290584084464,0.9910006522070016
T04,adjacent_budget,436,10000000000000000000000,1000000000000000000000000,4096,4096,1036,1232,True,6.86104,11.965825,0.5561956363450279,211.812,299.893,0.3477266555827084,2.1507557001809277,2.093377621812164,-0.05737807836876385,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9910006522070016,0.02447047523513912
T05,adjacent_budget,436,10000000000000000000,10000000000000000000000,8192,8192,168,1025,True,0.162405,6.86104,3.7435210972968527,6.291,188.744,3.4012715589565197,3.08774083918722,2.1598409366407236,-0.9278999025464962,0.7855048177628823,0.7855048177628823,0.0,0.0,0.7804075788432,0.9891576253712384
T06,adjacent_budget,436,10000000000000000000000,1000000000000000000000000,8192,8192,1025,1232,True,6.86104,11.965825,0.5561956363450279,188.744,299.893,0.4630341448244385,2.1598409366407236,2.093377621812164,-0.06646331482855983,0.7855048177628823,0.7855048177628823,0.0,0.0,0.9891576253712384,0.02741014752992824
T07,adjacent_budget,436,10000000000000000000,10000000000000000000000,32768,32768,167,917,True,0.162405,2.782831,2.8411308184156017,4.194,285.213,4.219581337069268,3.17682074702455,2.1946651843141773,-0.9821555627103726,0.4779505480499618,0.4779505480499618,0.0,0.0,0.8550590509152,0.9963787022418461
T08,adjacent_budget,436,10000000000000000000000,1000000000000000000000000,32768,32768,917,1232,True,2.782831,11.965825,1.4585859152262788,285.213,299.893,0.05018947481985382,2.1946651843141773,2.093377621812164,-0.10128756250201354,0.4779505480499618,0.4779505480499618,0.0,0.0,0.9963787022418461,0.04504818129866296
T09,adjacent_budget,436,10000000000000000000,10000000000000000000000,131072,131072,13,834,True,0.070542,2.782831,3.6750157567329143,4.194,111.149,3.2772167110389034,3.392055759091149,2.2715849319356893,-1.1204708271554598,0.18625211085725638,0.18625211085725638,0.0,0.0,0.95307316509312,0.9964200074684394
T10,adjacent_budget,436,10000000000000000000000,1000000000000000000000000,131072,131072,834,1232,True,2.782831,11.965825,1.4585859152262788,111.149,299.893,0.9925541008502192,2.2715849319356893,2.093377621812164,-0.17820731012352553,0.18625211085725638,0.18625211085725638,0.0,0.0,0.9964200074684394,0.11560031637360184
T11,adjacent_context,436,10000000000000000000,10000000000000000000,2048,4096,169,169,False,0.162405,0.162405,0.0,8.389,8.389,0.0,3.030373523867054,3.030373523867054,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.8732538677232,0.9290584084464
T12,adjacent_context,436,10000000000000000000,10000000000000000000,4096,8192,169,168,True,0.162405,0.162405,0.0,8.389,6.291,-0.28780128327626486,3.030373523867054,3.08774083918722,0.0573673153201657,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9290584084464,0.7804075788432
T13,adjacent_context,436,10000000000000000000,10000000000000000000,8192,32768,168,167,True,0.162405,0.162405,0.0,6.291,4.194,-0.40546510810816444,3.08774083918722,3.17682074702455,0.08907990783733011,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.7804075788432,0.8550590509152
T14,adjacent_context,436,10000000000000000000,10000000000000000000,32768,131072,167,13,True,0.162405,0.070542,-0.8338849383173123,4.194,4.194,0.0,3.17682074702455,3.392055759091149,0.21523501206659912,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.8550590509152,0.95307316509312
T15,adjacent_context,436,10000000000000000000000,10000000000000000000000,2048,4096,1043,1036,True,6.86104,6.86104,0.0,226.492,211.812,-0.0670105354248771,2.1456090164578563,2.1507557001809277,0.005146683723071366,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.9960330417200128,0.9910006522070016
T16,adjacent_context,436,10000000000000000000000,10000000000000000000000,4096,8192,1036,1025,True,6.86104,6.86104,0.0,211.812,188.744,-0.11530748924173007,2.1507557001809277,2.1598409366407236,0.009085236459795976,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9910006522070016,0.9891576253712384
T17,adjacent_context,436,10000000000000000000000,10000000000000000000000,8192,32768,1025,917,True,6.86104,2.782831,-0.902390278881251,188.744,285.213,0.4128446700045846,2.1598409366407236,2.1946651843141773,0.03482424767345371,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.9891576253712384,0.9963787022418461
T18,adjacent_context,436,10000000000000000000000,10000000000000000000000,32768,131072,917,834,True,2.782831,2.782831,0.0,285.213,111.149,-0.9423646260303652,2.1946651843141773,2.2715849319356893,0.07691974762151199,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.9963787022418461,0.9964200074684394
T19,adjacent_context,436,1000000000000000000000000,1000000000000000000000000,2048,4096,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093377621812164,2.093377621812164,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.02300063908774456,0.02447047523513912
T20,adjacent_context,436,1000000000000000000000000,1000000000000000000000000,4096,8192,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093377621812164,2.093377621812164,0.0,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.02447047523513912,0.02741014752992824
T21,adjacent_context,436,1000000000000000000000000,1000000000000000000000000,8192,32768,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093377621812164,2.093377621812164,0.0,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.02741014752992824,0.04504818129866296
T22,adjacent_context,436,1000000000000000000000000,1000000000000000000000000,32768,131072,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093377621812164,2.093377621812164,0.0,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.04504818129866296,0.11560031637360184
T01,adjacent_budget,437,10000000000000000000,10000000000000000000000,2048,2048,169,1043,True,0.162405,6.86104,3.7435210972968527,8.389,226.492,3.295788300346862,3.030416274242808,2.1456081406408534,-0.8848081336019544,0.9360958562156765,0.9360958562156765,0.0,0.0,0.8732538677232,0.9960330417200128
T02,adjacent_budget,437,10000000000000000000000,1000000000000000000000000,2048,2048,1043,1232,True,6.86104,11.965825,0.5561956363450279,226.492,299.893,0.2807161201578312,2.1456081406408534,2.093373290545351,-0.05223485009550233,0.9360958562156765,0.9360958562156765,0.0,0.0,0.9960330417200128,0.02300063908774456
T03,adjacent_budget,437,10000000000000000000,10000000000000000000000,4096,4096,169,1036,True,0.162405,6.86104,3.7435210972968527,8.389,211.812,3.228777764921985,3.030416274242808,2.150755930829826,-0.8796603434129819,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9290584084464,0.9910006522070016
T04,adjacent_budget,437,10000000000000000000000,1000000000000000000000000,4096,4096,1036,1232,True,6.86104,11.965825,0.5561956363450279,211.812,299.893,0.3477266555827084,2.150755930829826,2.093373290545351,-0.05738264028447482,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9910006522070016,0.02447047523513912
T05,adjacent_budget,437,10000000000000000000,10000000000000000000000,8192,8192,168,1025,True,0.162405,6.86104,3.7435210972968527,6.291,188.744,3.4012715589565197,3.087785226171282,2.1598430750715645,-0.9279421510997174,0.7855048177628823,0.7855048177628823,0.0,0.0,0.7804075788432,0.9891576253712384
T06,adjacent_budget,437,10000000000000000000000,1000000000000000000000000,8192,8192,1025,1232,True,6.86104,11.965825,0.5561956363450279,188.744,299.893,0.4630341448244385,2.1598430750715645,2.093373290545351,-0.06646978452621344,0.7855048177628823,0.7855048177628823,0.0,0.0,0.9891576253712384,0.02741014752992824
T07,adjacent_budget,437,10000000000000000000,10000000000000000000000,32768,32768,167,917,True,0.162405,2.782831,2.8411308184156017,4.194,285.213,4.219581337069268,3.176865976850469,2.19465870176465,-0.9822072750858188,0.4779505480499618,0.4779505480499618,0.0,0.0,0.8550590509152,0.9963787022418461
T08,adjacent_budget,437,10000000000000000000000,1000000000000000000000000,32768,32768,917,1232,True,2.782831,11.965825,1.4585859152262788,285.213,299.893,0.05018947481985382,2.19465870176465,2.093373290545351,-0.1012854112192989,0.4779505480499618,0.4779505480499618,0.0,0.0,0.9963787022418461,0.04504818129866296
T09,adjacent_budget,437,10000000000000000000,10000000000000000000000,131072,131072,13,834,True,0.070542,2.782831,3.6750157567329143,4.194,111.149,3.2772167110389034,3.392104603106111,2.271594027587419,-1.1205105755186922,0.18625211085725638,0.18625211085725638,0.0,0.0,0.95307316509312,0.9964200074684394
T10,adjacent_budget,437,10000000000000000000000,1000000000000000000000000,131072,131072,834,1232,True,2.782831,11.965825,1.4585859152262788,111.149,299.893,0.9925541008502192,2.271594027587419,2.093373290545351,-0.17822073704206787,0.18625211085725638,0.18625211085725638,0.0,0.0,0.9964200074684394,0.11560031637360184
T11,adjacent_context,437,10000000000000000000,10000000000000000000,2048,4096,169,169,False,0.162405,0.162405,0.0,8.389,8.389,0.0,3.030416274242808,3.030416274242808,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.8732538677232,0.9290584084464
T12,adjacent_context,437,10000000000000000000,10000000000000000000,4096,8192,169,168,True,0.162405,0.162405,0.0,8.389,6.291,-0.28780128327626486,3.030416274242808,3.087785226171282,0.05736895192847413,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9290584084464,0.7804075788432
T13,adjacent_context,437,10000000000000000000,10000000000000000000,8192,32768,168,167,True,0.162405,0.162405,0.0,6.291,4.194,-0.40546510810816444,3.087785226171282,3.176865976850469,0.08908075067918686,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.7804075788432,0.8550590509152
T14,adjacent_context,437,10000000000000000000,10000000000000000000,32768,131072,167,13,True,0.162405,0.070542,-0.8338849383173123,4.194,4.194,0.0,3.176865976850469,3.392104603106111,0.21523862625564227,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.8550590509152,0.95307316509312
T15,adjacent_context,437,10000000000000000000000,10000000000000000000000,2048,4096,1043,1036,True,6.86104,6.86104,0.0,226.492,211.812,-0.0670105354248771,2.1456081406408534,2.150755930829826,0.00514779018897249,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.9960330417200128,0.9910006522070016
T16,adjacent_context,437,10000000000000000000000,10000000000000000000000,4096,8192,1036,1025,True,6.86104,6.86104,0.0,211.812,188.744,-0.11530748924173007,2.150755930829826,2.1598430750715645,0.00908714424173862,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9910006522070016,0.9891576253712384
T17,adjacent_context,437,10000000000000000000000,10000000000000000000000,8192,32768,1025,917,True,6.86104,2.782831,-0.902390278881251,188.744,285.213,0.4128446700045846,2.1598430750715645,2.19465870176465,0.034815626693085466,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.9891576253712384,0.9963787022418461
T18,adjacent_context,437,10000000000000000000000,10000000000000000000000,32768,131072,917,834,True,2.782831,2.782831,0.0,285.213,111.149,-0.9423646260303652,2.19465870176465,2.271594027587419,0.07693532582276896,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.9963787022418461,0.9964200074684394
T19,adjacent_context,437,1000000000000000000000000,1000000000000000000000000,2048,4096,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093373290545351,2.093373290545351,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.02300063908774456,0.02447047523513912
T20,adjacent_context,437,1000000000000000000000000,1000000000000000000000000,4096,8192,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093373290545351,2.093373290545351,0.0,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.02447047523513912,0.02741014752992824
T21,adjacent_context,437,1000000000000000000000000,1000000000000000000000000,8192,32768,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093373290545351,2.093373290545351,0.0,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.02741014752992824,0.04504818129866296
T22,adjacent_context,437,1000000000000000000000000,1000000000000000000000000,32768,131072,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093373290545351,2.093373290545351,0.0,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.04504818129866296,0.11560031637360184
T01,adjacent_budget,438,10000000000000000000,10000000000000000000000,2048,2048,169,1043,True,0.162405,6.86104,3.7435210972968527,8.389,226.492,3.295788300346862,3.0304430648631766,2.1456142686227855,-0.8848287962403911,0.9360958562156765,0.9360958562156765,0.0,0.0,0.8732538677232,0.9960330417200128
T02,adjacent_budget,438,10000000000000000000000,1000000000000000000000000,2048,2048,1043,1232,True,6.86104,11.965825,0.5561956363450279,226.492,299.893,0.2807161201578312,2.1456142686227855,2.093386658247543,-0.052227610375242595,0.9360958562156765,0.9360958562156765,0.0,0.0,0.9960330417200128,0.02300063908774456
T03,adjacent_budget,438,10000000000000000000,10000000000000000000000,4096,4096,169,1036,True,0.162405,6.86104,3.7435210972968527,8.389,211.812,3.228777764921985,3.0304430648631766,2.150762569541028,-0.8796804953221486,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9290584084464,0.9910006522070016
T04,adjacent_budget,438,10000000000000000000000,1000000000000000000000000,4096,4096,1036,1232,True,6.86104,11.965825,0.5561956363450279,211.812,299.893,0.3477266555827084,2.150762569541028,2.093386658247543,-0.05737591129348507,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9910006522070016,0.02447047523513912
T05,adjacent_budget,438,10000000000000000000,10000000000000000000000,8192,8192,168,1025,True,0.162405,6.86104,3.7435210972968527,6.291,188.744,3.4012715589565197,3.0878102479853933,2.1598505836653983,-0.927959664319995,0.7855048177628823,0.7855048177628823,0.0,0.0,0.7804075788432,0.9891576253712384
T06,adjacent_budget,438,10000000000000000000000,1000000000000000000000000,8192,8192,1025,1232,True,6.86104,11.965825,0.5561956363450279,188.744,299.893,0.4630341448244385,2.1598505836653983,2.093386658247543,-0.0664639254178554,0.7855048177628823,0.7855048177628823,0.0,0.0,0.9891576253712384,0.02741014752992824
T07,adjacent_budget,438,10000000000000000000,10000000000000000000000,32768,32768,167,917,True,0.162405,2.782831,2.8411308184156017,4.194,285.213,4.219581337069268,3.1768870674580425,2.1946495748088393,-0.9822374926492032,0.4779505480499618,0.4779505480499618,0.0,0.0,0.8550590509152,0.9963787022418461
T08,adjacent_budget,438,10000000000000000000000,1000000000000000000000000,32768,32768,917,1232,True,2.782831,11.965825,1.4585859152262788,285.213,299.893,0.05018947481985382,2.1946495748088393,2.093386658247543,-0.10126291656129638,0.4779505480499618,0.4779505480499618,0.0,0.0,0.9963787022418461,0.04504818129866296
T09,adjacent_budget,438,10000000000000000000,10000000000000000000000,131072,131072,13,834,True,0.070542,2.782831,3.6750157567329143,4.194,111.149,3.2772167110389034,3.392181596270046,2.271591865035484,-1.120589731234562,0.18625211085725638,0.18625211085725638,0.0,0.0,0.95307316509312,0.9964200074684394
T10,adjacent_budget,438,10000000000000000000000,1000000000000000000000000,131072,131072,834,1232,True,2.782831,11.965825,1.4585859152262788,111.149,299.893,0.9925541008502192,2.271591865035484,2.093386658247543,-0.17820520678794116,0.18625211085725638,0.18625211085725638,0.0,0.0,0.9964200074684394,0.11560031637360184
T11,adjacent_context,438,10000000000000000000,10000000000000000000,2048,4096,169,169,False,0.162405,0.162405,0.0,8.389,8.389,0.0,3.0304430648631766,3.0304430648631766,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.8732538677232,0.9290584084464
T12,adjacent_context,438,10000000000000000000,10000000000000000000,4096,8192,169,168,True,0.162405,0.162405,0.0,8.389,6.291,-0.28780128327626486,3.0304430648631766,3.0878102479853933,0.05736718312221667,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9290584084464,0.7804075788432
T13,adjacent_context,438,10000000000000000000,10000000000000000000,8192,32768,168,167,True,0.162405,0.162405,0.0,6.291,4.194,-0.40546510810816444,3.0878102479853933,3.1768870674580425,0.08907681947264923,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.7804075788432,0.8550590509152
T14,adjacent_context,438,10000000000000000000,10000000000000000000,32768,131072,167,13,True,0.162405,0.070542,-0.8338849383173123,4.194,4.194,0.0,3.1768870674580425,3.392181596270046,0.21529452881200362,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.8550590509152,0.95307316509312
T15,adjacent_context,438,10000000000000000000000,10000000000000000000000,2048,4096,1043,1036,True,6.86104,6.86104,0.0,226.492,211.812,-0.0670105354248771,2.1456142686227855,2.150762569541028,0.005148300918242477,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.9960330417200128,0.9910006522070016
T16,adjacent_context,438,10000000000000000000000,10000000000000000000000,4096,8192,1036,1025,True,6.86104,6.86104,0.0,211.812,188.744,-0.11530748924173007,2.150762569541028,2.1598505836653983,0.009088014124370325,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9910006522070016,0.9891576253712384
T17,adjacent_context,438,10000000000000000000000,10000000000000000000000,8192,32768,1025,917,True,6.86104,2.782831,-0.902390278881251,188.744,285.213,0.4128446700045846,2.1598505836653983,2.1946495748088393,0.03479899114344098,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.9891576253712384,0.9963787022418461
T18,adjacent_context,438,10000000000000000000000,10000000000000000000000,32768,131072,917,834,True,2.782831,2.782831,0.0,285.213,111.149,-0.9423646260303652,2.1946495748088393,2.271591865035484,0.07694229022664478,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.9963787022418461,0.9964200074684394
T19,adjacent_context,438,1000000000000000000000000,1000000000000000000000000,2048,4096,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093386658247543,2.093386658247543,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.02300063908774456,0.02447047523513912
T20,adjacent_context,438,1000000000000000000000000,1000000000000000000000000,4096,8192,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093386658247543,2.093386658247543,0.0,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.02447047523513912,0.02741014752992824
T21,adjacent_context,438,1000000000000000000000000,1000000000000000000000000,8192,32768,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093386658247543,2.093386658247543,0.0,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.02741014752992824,0.04504818129866296
T22,adjacent_context,438,1000000000000000000000000,1000000000000000000000000,32768,131072,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093386658247543,2.093386658247543,0.0,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.04504818129866296,0.11560031637360184
T01,adjacent_budget,439,10000000000000000000,10000000000000000000000,2048,2048,169,1043,True,0.162405,6.86104,3.7435210972968527,8.389,226.492,3.295788300346862,3.030441725608231,2.1456074889761347,-0.8848342366320963,0.9360958562156765,0.9360958562156765,0.0,0.0,0.8732538677232,0.9960330417200128
T02,adjacent_budget,439,10000000000000000000000,1000000000000000000000000,2048,2048,1043,1232,True,6.86104,11.965825,0.5561956363450279,226.492,299.893,0.2807161201578312,2.1456074889761347,2.093379588002963,-0.05222790097317187,0.9360958562156765,0.9360958562156765,0.0,0.0,0.9960330417200128,0.02300063908774456
T03,adjacent_budget,439,10000000000000000000,10000000000000000000000,4096,4096,169,1036,True,0.162405,6.86104,3.7435210972968527,8.389,211.812,3.228777764921985,3.030441725608231,2.150755435040346,-0.8796862905678848,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9290584084464,0.9910006522070016
T04,adjacent_budget,439,10000000000000000000000,1000000000000000000000000,4096,4096,1036,1232,True,6.86104,11.965825,0.5561956363450279,211.812,299.893,0.3477266555827084,2.150755435040346,2.093379588002963,-0.0573758470373833,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9910006522070016,0.02447047523513912
T05,adjacent_budget,439,10000000000000000000,10000000000000000000000,8192,8192,168,1025,True,0.162405,6.86104,3.7435210972968527,6.291,188.744,3.4012715589565197,3.0878121535622025,2.159842853332294,-0.9279693002299085,0.7855048177628823,0.7855048177628823,0.0,0.0,0.7804075788432,0.9891576253712384
T06,adjacent_budget,439,10000000000000000000000,1000000000000000000000000,8192,8192,1025,1232,True,6.86104,11.965825,0.5561956363450279,188.744,299.893,0.4630341448244385,2.159842853332294,2.093379588002963,-0.06646326532933111,0.7855048177628823,0.7855048177628823,0.0,0.0,0.9891576253712384,0.02741014752992824
T07,adjacent_budget,439,10000000000000000000,10000000000000000000000,32768,32768,167,917,True,0.162405,2.782831,2.8411308184156017,4.194,285.213,4.219581337069268,3.1768951547045146,2.1946469897057916,-0.9822481649987229,0.4779505480499618,0.4779505480499618,0.0,0.0,0.8550590509152,0.9963787022418461
T08,adjacent_budget,439,10000000000000000000000,1000000000000000000000000,32768,32768,917,1232,True,2.782831,11.965825,1.4585859152262788,285.213,299.893,0.05018947481985382,2.1946469897057916,2.093379588002963,-0.10126740170282877,0.4779505480499618,0.4779505480499618,0.0,0.0,0.9963787022418461,0.04504818129866296
T09,adjacent_budget,439,10000000000000000000,10000000000000000000000,131072,131072,13,834,True,0.070542,2.782831,3.6750157567329143,4.194,111.149,3.2772167110389034,3.392184649992171,2.271584621733652,-1.1206000282585191,0.18625211085725638,0.18625211085725638,0.0,0.0,0.95307316509312,0.9964200074684394
T10,adjacent_budget,439,10000000000000000000000,1000000000000000000000000,131072,131072,834,1232,True,2.782831,11.965825,1.4585859152262788,111.149,299.893,0.9925541008502192,2.271584621733652,2.093379588002963,-0.17820503373068908,0.18625211085725638,0.18625211085725638,0.0,0.0,0.9964200074684394,0.11560031637360184
T11,adjacent_context,439,10000000000000000000,10000000000000000000,2048,4096,169,169,False,0.162405,0.162405,0.0,8.389,8.389,0.0,3.030441725608231,3.030441725608231,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.8732538677232,0.9290584084464
T12,adjacent_context,439,10000000000000000000,10000000000000000000,4096,8192,169,168,True,0.162405,0.162405,0.0,8.389,6.291,-0.28780128327626486,3.030441725608231,3.0878121535622025,0.057370427953971515,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9290584084464,0.7804075788432
T13,adjacent_context,439,10000000000000000000,10000000000000000000,8192,32768,168,167,True,0.162405,0.162405,0.0,6.291,4.194,-0.40546510810816444,3.0878121535622025,3.1768951547045146,0.08908300114231205,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.7804075788432,0.8550590509152
T14,adjacent_context,439,10000000000000000000,10000000000000000000,32768,131072,167,13,True,0.162405,0.070542,-0.8338849383173123,4.194,4.194,0.0,3.1768951547045146,3.392184649992171,0.2152894952876565,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.8550590509152,0.95307316509312
T15,adjacent_context,439,10000000000000000000000,10000000000000000000000,2048,4096,1043,1036,True,6.86104,6.86104,0.0,226.492,211.812,-0.0670105354248771,2.1456074889761347,2.150755435040346,0.005147946064211428,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.9960330417200128,0.9910006522070016
T16,adjacent_context,439,10000000000000000000000,10000000000000000000000,4096,8192,1036,1025,True,6.86104,6.86104,0.0,211.812,188.744,-0.11530748924173007,2.150755435040346,2.159842853332294,0.009087418291947813,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.9910006522070016,0.9891576253712384
T17,adjacent_context,439,10000000000000000000000,10000000000000000000000,8192,32768,1025,917,True,6.86104,2.782831,-0.902390278881251,188.744,285.213,0.4128446700045846,2.159842853332294,2.1946469897057916,0.03480413637349766,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.9891576253712384,0.9963787022418461
T18,adjacent_context,439,10000000000000000000000,10000000000000000000000,32768,131072,917,834,True,2.782831,2.782831,0.0,285.213,111.149,-0.9423646260303652,2.1946469897057916,2.271584621733652,0.0769376320278603,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.9963787022418461,0.9964200074684394
T19,adjacent_context,439,1000000000000000000000000,1000000000000000000000000,2048,4096,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093379588002963,2.093379588002963,0.0,0.9360958562156765,0.8798686062881277,-0.05622724992754884,0.05622724992754884,0.02300063908774456,0.02447047523513912
T20,adjacent_context,439,1000000000000000000000000,1000000000000000000000000,4096,8192,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093379588002963,2.093379588002963,0.0,0.8798686062881277,0.7855048177628823,-0.09436378852524537,0.09436378852524537,0.02447047523513912,0.02741014752992824
T21,adjacent_context,439,1000000000000000000000000,1000000000000000000000000,8192,32768,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093379588002963,2.093379588002963,0.0,0.7855048177628823,0.4779505480499618,-0.3075542697129205,0.3075542697129205,0.02741014752992824,0.04504818129866296
T22,adjacent_context,439,1000000000000000000000000,1000000000000000000000000,32768,131072,1232,1232,False,11.965825,11.965825,0.0,299.893,299.893,0.0,2.093379588002963,2.093379588002963,0.0,0.4779505480499618,0.18625211085725638,-0.2916984371927054,0.2916984371927054,0.04504818129866296,0.11560031637360184
T01,adjacent_budget,440,10000000000000000000,10000000000000000000000,2048,2048,169,1043,True,0.162405,6.86104,3.7435210972968527,8.389,226.492,3.295788300346862,3.030400621751395,2.1456060404866184,-0.8847945812647766,0.9360958562156765,0.9360958562156765,0.0,0.0,0.8732538677232,0.9960330417200128
T02,adjacent_budget,440,10000000000000000000000,1000000000000000000000000,2048,2048,1043,1232,True,6.86104,11.965825,0.5561956363450279,226.492,299.893,0.2807161201578312,2.1456060404866184,2.093374156698073,-0.052231883788545375,0.9360958562156765,0.9360958562156765,0.0,0.0,0.9960330417200128,0.02300063908774456
T03,adjacent_budget,440,10000000000000000000,10000000000000000000000,4096,4096,169,1036,True,0.162405,6.86104,3.7435210972968527,8.389,211.812,3.228777764921985,3.030400621751395,2.1507532330216454,-0.8796473887297496,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9290584084464,0.9910006522070016
T04,adjacent_budget,440,10000000000000000000000,1000000000000000000000000,4096,4096,1036,1232,True,6.86104,11.965825,0.5561956363450279,211.812,299.893,0.3477266555827084,2.1507532330216454,2.093374156698073,-0.05737907632357242,0.8798686062881277,0.8798686062881277,0.0,0.0,0.9910006522070016,0.02447047523513912
