sample_id,run_id,N_params_B,D_tokens_B,observed_val_loss,m0_predicted_val_loss
1103,1103,11.965825,29.36,2.3239,2.3236836180159566
1104,1104,11.965825,31.457,2.3144,2.314472879079354
1105,1105,11.965825,33.554,2.3061,2.306016285779153
1106,1106,11.965825,35.652,2.2981,2.2982068564109057
1107,1107,11.965825,37.749,2.291,2.2909678477554802
1108,1108,11.965825,39.846,2.2841,2.284226057472912
1109,1109,11.965825,41.943,2.2778,2.2779237394442493
1110,1110,11.965825,44.04,2.2722,2.2720123293422745
1111,1111,11.965825,46.137,2.2664,2.2664506274350806
1112,1112,11.965825,48.234,2.2612,2.2612034055079837
1113,1113,11.965825,50.332,2.2563,2.2562380218448683
1114,1114,11.965825,52.429,2.2516,2.2515329018814096
1115,1115,11.965825,54.526,2.2471,2.247062681779307
1116,1116,11.965825,56.623,2.2428,2.242807254133025
1117,1117,11.965825,58.72,2.239,2.2387488982609693
1118,1118,11.965825,60.817,2.2349,2.2348719234140857
1119,1119,11.965825,62.915,2.2312,2.2311606444919305
1120,1120,11.965825,65.012,2.2277,2.2276061348190845
1121,1121,11.965825,67.109,2.2243,2.224195419073982
1122,1122,11.965825,69.206,2.221,2.220918452155604
1123,1123,11.965825,71.303,2.2178,2.217766168520064
1124,1124,11.965825,73.4,2.2146,2.2147303611273164
1125,1125,11.965825,75.497,2.2119,2.2118035783258643
1126,1126,11.965825,77.595,2.2089,2.2089777120378353
1127,1127,11.965825,79.692,2.2063,2.2062492605482453
1128,1128,11.965825,81.789,2.2035,2.203611185811884
1129,1129,11.965825,83.886,2.201,2.2010582895438806
1130,1130,11.965825,85.983,2.1986,2.198585793029518
1131,1131,11.965825,88.08,2.1962,2.1961892939941956
1132,1132,11.965825,90.178,2.1939,2.193863636845941
1133,1133,11.965825,92.275,2.1917,2.1916072789942787
1134,1134,11.965825,94.372,2.1894,2.189415613172901
1135,1135,11.965825,96.469,2.1873,2.1872854077066974
1136,1136,11.965825,98.566,2.1853,2.1852136581944337
1137,1137,11.965825,100.663,2.1833,2.1831975670893575
1138,1138,11.965825,102.76,2.1811,2.1812345254965573
1139,1139,11.965825,104.858,2.1794,2.179321196628773
1140,1140,11.965825,106.955,2.1775,2.177457124876677
1141,1141,11.965825,109.052,2.1756,2.1756392524889177
1142,1142,11.965825,111.149,2.174,2.173865578533553
1143,1143,11.965825,113.246,2.1721,2.172134224430581
1144,1144,11.965825,115.343,2.1704,2.170443424367879
1145,1145,11.965825,117.441,2.1688,2.16879073790364
1146,1146,11.965825,119.538,2.1672,2.167176174433665
1147,1147,11.965825,121.635,2.1655,2.165597460700791
1148,1148,11.965825,123.732,2.1639,2.1640532029139847
1149,1149,11.965825,125.829,2.1627,2.1625420839334524
1150,1150,11.965825,127.926,2.161,2.1610628578606077
1151,1151,11.965825,130.023,2.1595,2.1596143450914593
1152,1152,11.965825,132.121,2.158,2.158194758034562
1153,1153,11.965825,134.218,2.1568,2.1568043893302082
1154,1154,11.965825,136.315,2.1553,2.155441548963519
1155,1155,11.965825,138.412,2.1542,2.154105280815182
1156,1156,11.965825,140.509,2.1529,2.1527946758234973
1157,1157,11.965825,142.606,2.1515,2.1515088690068285
1158,1158,11.965825,144.703,2.1504,2.1502470367151005
1159,1159,11.965825,146.801,2.1491,2.149007808827473
1160,1160,11.965825,148.898,2.1478,2.1477916179794887
1161,1161,11.965825,150.995,2.1464,2.1465971538943096
1162,1162,11.965825,153.092,2.1456,2.145423734678858
1163,1163,11.965825,155.189,2.1442,2.1442707088104664
1164,1164,11.965825,157.286,2.143,2.1431374533954513
1165,1165,11.965825,159.384,2.1421,2.1420228457579618
1166,1166,11.965825,161.481,2.1411,2.1409273778364426
1167,1167,11.965825,163.578,2.1399,2.139849967556399
1168,1168,11.965825,165.675,2.1388,2.1387900914235822
1169,1169,11.965825,167.772,2.1378,2.137747247502589
1170,1170,11.965825,169.869,2.1368,2.136720954272669
1171,1171,11.965825,171.966,2.1358,2.1357107495575347
1172,1172,11.965825,174.064,2.1347,2.1347157189095194
1173,1173,11.965825,176.161,2.1337,2.1337363842851933
1174,1174,11.965825,178.258,2.1328,2.13277185781524
1175,1175,11.965825,180.355,2.1318,2.1318217452996855
1176,1176,11.965825,182.452,2.1309,2.1308856674610097
1177,1177,11.965825,184.549,2.1298,2.129963259215431
1178,1178,11.965825,186.647,2.129,2.129053738590809
1179,1179,11.965825,188.744,2.1281,2.1281576337794963
1180,1180,11.965825,190.841,2.1272,2.127274181665465
1181,1181,11.965825,192.938,2.1264,2.126403067482126
1182,1182,11.965825,195.035,2.1256,2.1255439876066076
1183,1183,11.965825,197.132,2.1248,2.1246966490504384
1184,1184,11.965825,199.229,2.1238,2.123860768978649
1185,1185,11.965825,201.327,2.123,2.1230356836077524
1186,1186,11.965825,203.424,2.1223,2.122221915513502
1187,1187,11.965825,205.521,2.1214,2.1214188137791683
1188,1188,11.965825,207.618,2.1206,2.1206261318845767
1189,1189,11.965825,209.715,2.1199,2.119843631423963
1190,1190,11.965825,211.812,2.119,2.119071081760908
1191,1191,11.965825,213.91,2.1183,2.118307898218801
1192,1192,11.965825,216.007,2.1175,2.1175545921854577
1193,1193,11.965825,218.104,2.1168,2.1168105883700155
1194,1194,11.965825,220.201,2.1161,2.116075684108344
1195,1195,11.965825,222.298,2.1152,2.115349683028263
1196,1196,11.965825,224.395,2.1147,2.114632394797032
1197,1197,11.965825,226.492,2.1139,2.113923634881226
1198,1198,11.965825,228.59,2.1133,2.1132228922762013
1199,1199,11.965825,230.687,2.1125,2.112530661315156
1200,1200,11.965825,232.784,2.1119,2.111846437555852
1201,1201,11.965825,234.881,2.1112,2.1111700574868255
1202,1202,11.965825,236.978,2.1105,2.110501362357537
1203,1203,11.965825,239.075,2.1099,2.109840197999073
1204,1204,11.965825,241.172,2.1092,2.109186414653107
1205,1205,11.965825,243.27,2.1085,2.1085395601916592
1206,1206,11.965825,245.367,2.1079,2.1079001097791674
1207,1207,11.965825,247.464,2.1072,2.107267615907331
1208,1208,11.965825,249.561,2.1066,2.1066419449015923
1209,1209,11.965825,251.658,2.1059,2.1060229667518278
1210,1210,11.965825,253.755,2.1055,2.1054105549823556
1211,1211,11.965825,255.853,2.1047,2.1048042990762297
1212,1212,11.965825,257.95,2.1042,2.104204657149101
1213,1213,11.965825,260.047,2.1036,2.1036112221099654
1214,1214,11.965825,262.144,2.1031,2.1030238804310044
1215,1215,11.965825,264.241,2.1024,2.10244252154792
1216,1216,11.965825,266.338,2.102,2.1018670377597872
1217,1217,11.965825,268.435,2.1013,2.101297324133048
1218,1218,11.965825,270.533,2.1008,2.10073301076811
1219,1219,11.965825,272.63,2.1001,2.100174535908324
1220,1220,11.965825,274.727,2.0998,2.0996215320656066
1221,1221,11.965825,276.824,2.099,2.0990739044929425
1222,1222,11.965825,278.921,2.0986,2.098531560786055
1223,1223,11.965825,281.018,2.098,2.097994410808385
1224,1224,11.965825,283.116,2.0975,2.097462114106431
1225,1225,11.965825,285.213,2.0969,2.0969350922645296
1226,1226,11.965825,287.31,2.0964,2.0964130066020967
1227,1227,11.965825,289.407,2.0959,2.095895775360983
1228,1228,11.965825,291.504,2.0954,2.0953833187171202
1229,1229,11.965825,293.601,2.0949,2.0948755587212484
1230,1230,11.965825,295.698,2.0945,2.0943724192418633
1231,1231,11.965825,297.796,2.0938,2.093873589218092
1232,1232,11.965825,299.893,2.0933,2.093379471491827
