blind_id,dataset,source_domain,raw_id,sub_path,q_equal_tertile,broad_unicode_flag,N_h,n_h,inclusion_probability,design_weight,content_sha256
Q11-0279,A1,wikipedia,BkiUdTM5qX_BlbLl_nqx,,2,0,3308,25,0.007557436517533253,132.32,421ea15f9ade4fffbcfd88aa4ab8bf8e296bc95ee116752ac2b75649e89cc03b
Q11-0280,A1,book,BkiUcGg25V5hZMvJoFZE,,3,0,49,25,0.5102040816326531,1.96,8d1a89fd213775a73657690ee004cf3391bdb389ab5e9175ef4715c66033dbb6
Q11-0281,A1,arxiv,BkiUaTzxK7DgtAWex43Q,,1,0,471,25,0.05307855626326964,18.84,ba9e6dd92cea20cd08054ac28477034f17844c83972496c4ba91e0a51122541d
Q11-0282,A1,commoncrawl,BkiUdHY25V5ihkoTWxTh,,2,0,3118,25,0.008017960230917255,124.72,543307de9f4a9ef7373b7e98f80df73c2981b6159de2439ab45f811a745d3413
Q11-0283,A1,arxiv,BkiUeBk5qoYA4xX7GdGX,,1,0,471,25,0.05307855626326964,18.84,a44c65b7f89e0b50b14dee23655e791437efed6bd1c25452b8746d5e4a5754c2
Q11-0284,A1,commoncrawl,BkiUcIXxK6Ot9WA5ggKN,,1,1,113,25,0.22123893805309736,4.52,a9832275123bb9e45d25f3aaebff0a7b4b45dce38de6d49261a815deff562f6b
Q11-0285,A1,github,BkiUe1c25V5jP8O73CUO,,3,0,3328,25,0.007512019230769231,133.12,872d5fed236c7775c535801123bcfba25c8337465ac790d2d1178b10148520f2
Q11-0286,A1,book,BkiUdwQ5qYVBi77IMaAv,,2,0,52,25,0.4807692307692308,2.08,fc72da238188408490e86a84351c8dc3b44abf08849267cde43a8095a25c9fc9
Q11-0287,A1,wikipedia,BkiUd4I4uBhhxIH74KYH,,1,0,3321,25,0.007527853056308341,132.84,2c47421daa4b8d63dbb514dc5f9bb77bfb5f8b4d06e3a6d2fedc32436070798f
Q11-0288,A1,github,BkiUaW3xK0iCl36cUvOm,,2,0,3330,25,0.0075075075075075074,133.2,036f841dd0939b70d8adcb84313d29cd4f41d5de4d69cab9098b1086bcde0b1d
Q11-0289,A1,book,BkiUdqI4ubng-qmPC0aw,,1,0,51,25,0.49019607843137253,2.04,8bfdcef21c2b8ac159df0585182ec2b681489ba8b4130f40ca7e4b72ccdf1973
Q11-0290,A1,stackexchange,BkiUfn_xK0zjCxh75lnp,,1,0,3317,25,0.007536930961712391,132.68,e8997817945f23c19ff29fbc2273be24d0e6a7291c0ea01c0131985e73783774
Q11-0291,A1,commoncrawl,BkiUd3k4eIXh8AOmBHhw,,3,0,3154,25,0.007926442612555484,126.16,03edaa219c0cdcd1082c5b7a91234bf43d3a14c04804db16d0a807c9a7bf3426
Q11-0292,A1,github,BkiUdhU241xg-Kf-883K,,1,0,3328,25,0.007512019230769231,133.12,746d8695c6da3611a3f79b12635b6118acd41df9b0a459253021ff7cf2ea0e97
Q11-0293,A1,book,BkiUbAzxaKgS2EKBgWEn,,2,0,52,25,0.4807692307692308,2.08,6e588635e5d966ecea3402c850a868e8bbd284d0ebf907dc4c135dfc9bbe5fc4
Q11-0294,A1,arxiv,BkiUd4Q4eIOjRst9_iZs,,1,0,471,25,0.05307855626326964,18.84,70f810fc89c03ac08126db5f2de26d55e01762490a2d88743a60257be3d79cd5
Q11-0295,A1,commoncrawl,BkiUd7bxaJJQnJA_X3wn,,1,0,3101,25,0.008061915511125443,124.04,78642ae504b7305bf2d927c18604033e50ce7feaa722eb033ed7d6d52659eb1c
Q11-0296,A1,stackexchange,BkiUdBc5ixsDMDLI74Mj,,1,1,17,17,1.0,1.0,48757c869b43cbb366af4dc1cd5b4677b76441f3af804749e27c544ef3d563b5
Q11-0297,A1,c4,BkiUbkQ4uzki0w6oNA1R,,1,1,24,24,1.0,1.0,b160a209e1015d1b790f332c570a77363a87b768de07f432e090d36f00685b73
Q11-0298,A1,wikipedia,BkiUcXDxK6Ot9WA5gvAk,,2,0,3308,25,0.007557436517533253,132.32,fc2f79fb6fb40679749c31c8f93949d0aadc159823d1bb59154e9ad02ee8889b
Q11-0299,A1,stackexchange,BkiUd385qoTBG7-YOAlO,,3,0,3328,25,0.007512019230769231,133.12,331e57b2e49578ff0b9a0c380468c034b5cf9901409df0ea8991470c24dc0054
Q11-0300,A1,wikipedia,BkiUdfo4uBhhw71LMK5U,,3,0,3322,25,0.007525586995785672,132.88,0157cae60db292e3b29d8171926aff78dcd2681fd51ac86e426a670027ab83e3
Q11-0301,A1,commoncrawl,BkiUdWU5qdmDDqr2GhbR,,2,1,95,25,0.2631578947368421,3.8,d07f70e4d947c0f1f4cbd0b6dadd7e83d715be9913d3f2b539d224468ad6e283
Q11-0302,A1,wikipedia,BkiUdSXxK1ThhCdy8cl5,,1,0,3321,25,0.007527853056308341,132.84,5f6e00ecc47be7fe788d4aaaa1f92370f94f7d006c6e0244828f8a341ede44d4
Q11-0303,A1,github,BkiUdhU5qrqCyw_Jg6lp,,3,0,3328,25,0.007512019230769231,133.12,618834dd0230ae07d22c7c53d8da919f46cd6a8d4452c7a4899bf471aa854bc6
Q11-0304,A1,book,BkiUdNQ4ubngyxyhmBLk,,1,0,51,25,0.49019607843137253,2.04,a42a644105170fa0014652df03b55e7a1c4ed1d54c98bf70b68f767a0226d922
Q11-0305,A1,commoncrawl,BkiUbfQ5qrqCyihwaOYi,,1,1,113,25,0.22123893805309736,4.52,3aa8c5d401fd7e8ad90b8facb39700d32388efd31213180f4d94a01ead82f27d
Q11-0306,A1,stackexchange,BkiUfDDxK2li-F6JzseL,,2,1,15,15,1.0,1.0,f20f964c9706c9d50aff2ed79d2a495d6655b9bbbcec8a8f1d45e96d76b87fd1
Q11-0307,A1,book,BkiUc3bxaKgTq1C9N9_L,,1,0,51,25,0.49019607843137253,2.04,f2ba8c3ec34d388d346a6156bac09eb34559a8cab117dcd412fb7061a3a3a0d5
Q11-0308,A1,c4,BkiUc544dbgg6MqXbJzc,,2,1,28,25,0.8928571428571429,1.12,acaa42a39a3d1a3c68923c7abfbc1a43cae6a3517c6e72f36ca4b7e67e7c28f5
Q11-0309,A1,commoncrawl,BkiUbTy6NNjgBpvH_qOs,,2,1,95,25,0.2631578947368421,3.8,f6044ab62051f9072a38415c10829350328fcf5ee024311509c689e69ddc1e94
Q11-0310,A1,arxiv,BkiUfbM5qhLB215XM0Zn,,3,0,472,25,0.05296610169491525,18.88,b5ceb48ffc4b5e92c8f906655bdd8e1e77a32c41d23bf346193a0ec08779c45e
Q11-0311,A1,c4,BkiUdJc5qX_BjprW8Yya,,2,1,28,25,0.8928571428571429,1.12,c02cbbf98e67313120409bb9fe707ac81b5a1fbe62896ff44c1c2d386c0db505
Q11-0312,A1,commoncrawl,BkiUdrE4eILhQJztnsOS,,2,0,3118,25,0.008017960230917255,124.72,989bd6c36c7f77d2727a48239cb0b3d68a9fe11050c7fa4d2c5470cc8c28a0e3
Q11-0313,A1,book,BkiUdOw5qhDBZQieoudH,,3,0,49,25,0.5102040816326531,1.96,9839c2659051cef9ba727534343919ca419c89cef1127f255458c7998cbc26b8
Q11-0314,A1,book,BkiUfPPxK7FjYCv2TzoR,,2,1,5,5,1.0,1.0,0700be0d90d5467382b15cdc30c96579039b00c2f8a0c119de4695675f707b5d
Q11-0315,A1,commoncrawl,BkiUdgM5qhLA3caTa9mU,,3,0,3154,25,0.007926442612555484,126.16,afe5772bde87020cc024cde21a1b7085e34ae03874179b136209337e8259bf51
Q11-0316,A1,commoncrawl,BkiUa0nxK0zjCsHeYjBc,,2,0,3118,25,0.008017960230917255,124.72,05f835249da7c994d44925ff49015412241d7ced9a5c06280427506d016e1b5c
Q11-0317,A1,commoncrawl,BkiUe9XxK03BfHDu5XdU,,3,1,59,25,0.423728813559322,2.36,0b757cc0f3c4db46f72aa36e7d13af6e9d94b2516ac2fe10b04713f1924da56c
Q11-0318,A1,github,BkiUcEvxK1fBGwCLLi_4,,1,1,6,6,1.0,1.0,458e6b04a8e572997842f2cc888d72135cefa776ec31bc59eb31a6b1a98cbaba
Q11-0319,A1,commoncrawl,BkiUc4jxK7ICUn2IZpsm,,1,0,3101,25,0.008061915511125443,124.04,c9167fffd69b6a9c1534ef1a0cd6a5d5d43c41fb0c1bbc93ed9e554f1f16a92c
Q11-0320,A1,commoncrawl,BkiUfbE5qg5Ds8lAVT7A,,3,0,3154,25,0.007926442612555484,126.16,d12f2c6013ca95b68994c113e0fcef406cc49db1492795f489cda69fc39bec54
Q11-0321,A1,commoncrawl,BkiUd405qoYA2skZ5mQX,,1,0,3101,25,0.008061915511125443,124.04,b82088d4ceac4859134eff3804255803a3b60b4846f56e35c5dcce41ff800b33
Q11-0322,A1,c4,BkiUdcs4eIZjuBQZuxYx,,2,0,3305,25,0.007564296520423601,132.2,32d67fca3f624f2c661db31fbfaa06822004693d7ad30a9f2f1b469c978def29
Q11-0323,A1,github,BkiUd0LxK1fBGwCLNPBy,,2,0,3330,25,0.0075075075075075074,133.2,b667177eef96025e47a581264521865d5a5884a723521a3eb094699ba2681ec7
Q11-0324,A1,commoncrawl,BkiUetXxK6wB9mn5AbVI,,1,0,3101,25,0.008061915511125443,124.04,45ca557e82bfaf2e6fc0a550b46d1646a3ceaaf875ffffd9bf69cfae91f89935
Q11-0325,A1,wikipedia,BkiUbp45qsBB3Sqbr-qN,,1,0,3321,25,0.007527853056308341,132.84,489f83fd49feebbda8fd522878c8b5415de264a8afda7c4fca2cb29b83fb540c
Q11-0326,A1,wikipedia,BkiUbZ_xaJiQnuolFcuA,,3,0,3322,25,0.007525586995785672,132.88,fc327becfcc1b07d85b949dff23baaecf5d292cb47f7531971fd399aebc9bce8
Q11-0327,A1,github,BkiUdmQ4eIXh3G5C0BbS,,3,0,3328,25,0.007512019230769231,133.12,2416d66473973d5f548a130e40294ce42993bea9752d4b4b4484171f00e04353
Q11-0328,A1,stackexchange,BkiUdm04ubnhC4Ri6_gy,,1,1,17,17,1.0,1.0,f614e47231ca5bf96757ffa21749bd2fb8a1720d786da0afecc62fbfc71fb17d
Q11-0329,A1,book,BkiUfxjxK6nrxpQc3vAw,,1,1,6,6,1.0,1.0,8629b17d8f310a54081f296c32ab306f77f3ecceb5135f44363553d74cd11194
Q11-0330,A1,c4,BkiUbM05qoYDgXBRpqkO,,3,1,22,22,1.0,1.0,d1fda8ac1f85ed0c10d0608c5ad0ae29b4542fe4e86fc4966a509d67910e23c3
Q11-0331,A1,c4,BkiUcGzxK3YB9i3RJwXp,,2,1,28,25,0.8928571428571429,1.12,a9f9fc1240f91b1e1b871efaad3ebda6870d6e14b8ddfed353e06dc12659f07c
Q11-0332,A1,book,BkiUdjA5qX_BhIhybtOI,,3,0,49,25,0.5102040816326531,1.96,6c7cfd3672757c381e446f8b29b69529641880e51dce10987ca9aa0ad8aa2fa2
Q11-0333,A1,commoncrawl,BkiUbOrxK7Ehm4qsyxS_,,1,0,3101,25,0.008061915511125443,124.04,f8aef45f461694192835455923bf99e4773a2154833a47dfc3d1059425258ebb
Q11-0334,A1,wikipedia,BkiUbcjxK0zjCrsN-I58,,3,1,11,11,1.0,1.0,c21921cdd4462c128a7042a9c4d5847f52201bce0fccede02431c74fd62e9f15
Q11-0335,A1,wikipedia,BkiUa6g5qoaAwmU2rSTq,,1,1,13,13,1.0,1.0,df86110bb6a2fa06103fbed381481f6e0e167dbd0477f502fc375e0341f252b8
Q11-0336,A1,c4,BkiUdGI5qdmDGQAJYE2K,,3,0,3311,25,0.007550588945937783,132.44,d640201aaa3e01f817181ba9872fc80f9b0e600b5863dd167113636f1a593773
Q11-0337,A1,book,BkiUcKHxK6EuNCwyuQ3X,,3,0,49,25,0.5102040816326531,1.96,47a8a86a3d996cbd3b4ea64b4c3fcc4eb72a375329baf5ac31e9dad12b9facb5
Q11-0338,A1,stackexchange,BkiUdaQ5qhLBAgyeuFe0,,3,0,3328,25,0.007512019230769231,133.12,c133eb474e447d69a82db98b03549b140dfd739dd49f01cde49059552b64c437
Q11-0339,A1,commoncrawl,BkiUd2M25V5i1dkg3_R1,,1,0,3101,25,0.008061915511125443,124.04,bdd57ff17f28cfda88767047f77aab5db38d246f412304bf0f6094ba66eae0c5
Q11-0340,A1,stackexchange,BkiUdZPxaKPQof3xyD3M,,1,1,17,17,1.0,1.0,16d9a94958e543e1c57fac571d4bc288b5a959dcd38e98bc11a36dd52fb28672
Q11-0341,A1,github,BkiUarPxK6-gDw5As5Y0,,1,0,3328,25,0.007512019230769231,133.12,9adfd9984752e9fc824d5c57a6725e14443e86abd021a0ad13907053094a6790
Q11-0342,A1,stackexchange,BkiUc6o4uzlha6mQoqjA,,3,0,3328,25,0.007512019230769231,133.12,abf6bbabb80a74db95f1a54181627d250925e47475c53dec8742c7fbb098a186
Q11-0343,A1,stackexchange,BkiUbJfxK1fBGsWmteIg,,3,1,5,5,1.0,1.0,d364c12c0ada39d137a3eb1960f9d8ca42a67d1134c295b836cc34e22fa4f38d
Q11-0344,A1,stackexchange,BkiUd205qX_BukO5houz,,1,0,3317,25,0.007536930961712391,132.68,3eb51672d8411b70efe5b673dbf808060ecd3fa83370b124a995025aef37a0cc
Q11-0345,A1,wikipedia,BkiUa-04ubnjoqgDUc-S,,3,1,11,11,1.0,1.0,09243fcd0d4e0cd66bb20db900f6cccd050a25822a5c83116ccb326be68e6213
Q11-0346,A1,book,BkiUd6s5qg5A51O-MP7n,,2,0,52,25,0.4807692307692308,2.08,398084964e11f620f5678015e1134b331391dccd371bd207be7db278cd73f7ca
Q11-0347,A1,stackexchange,BkiUdKo5qhLBINsxuEtA,,2,1,15,15,1.0,1.0,e39ded322937075628b5254fdb19808a6e39bbe4546883f828710d3c77394295
Q11-0348,A1,commoncrawl,BkiUaL7xK1Thg98UdJpL,,1,1,113,25,0.22123893805309736,4.52,6086e7f347b64e75d6ef51e5e366d7278d051429084484d967e213ad266af6b2
Q11-0349,A1,arxiv,BkiUb6nxK0iCl2n1-XKe,,1,0,471,25,0.05307855626326964,18.84,78dc31e570c36e3d6bb67cf6846f0a6d5ec9d54b5d427b4390f64aeb35ec36d6
Q11-0350,A1,commoncrawl,BkiUa7fxaL3SuhgbjNv_,,2,1,95,25,0.2631578947368421,3.8,e796f70ff1ad06573abb44197c7bac440212126a1275b5818a081bbbcfa4c956
Q11-0351,A1,book,BkiUc1vxK7Dgs_cY5f34,,1,1,6,6,1.0,1.0,7b9012c2839d54a13e89d467b63500db6f3dfcf7ab85d45a228f3d1222069d5b
Q11-0352,A1,book,BkiUbr_xK0iCl36cV-lb,,3,0,49,25,0.5102040816326531,1.96,cf48b5a7fd240fe320903f0c17f4a20d345e0996f4f02af94e5eb39d7f0ab318
Q11-0353,A1,github,BkiUfgg5qhDC0kZMYBgk,,2,0,3330,25,0.0075075075075075074,133.2,613c81bd26d143dbd56720a14453e2f019afeafca32f0a4ae88cf8ff73e7ca5a
Q11-0354,A1,github,BkiUeQXxK6nrxpQc2RRX,,1,1,6,6,1.0,1.0,004714e7c3c6436d99b853313e8e56726920855e080c88366b5fdf5fc7d931ab
Q11-0355,A1,stackexchange,BkiUb5fxaL3SuhOomddD,,1,0,3317,25,0.007536930961712391,132.68,5fbc7d1bc7cc54a5ada2a3c712934e8b03869161ad1f1fa5c9ae924d9bbc65d7
Q11-0356,A1,c4,BkiUdezxaKgTuVvaFJIS,,1,0,3310,25,0.0075528700906344415,132.4,2cbaff7f006464061affc55ed53f2f287838ad631878335d5a5418ff8712ae22
Q11-0357,A1,book,BkiUbbI4uzlgqIdPi5EQ,,3,0,49,25,0.5102040816326531,1.96,5245575215d8650af49afac8e4c21db491433b7553d426c9bc37f0224eee7d98
Q11-0358,A1,c4,BkiUdMXxaKgS2KSYm3d-,,3,1,22,22,1.0,1.0,a1e1061cec3ea3f3e9e3a9b9d8e44f73326e089779b532ac542d7884aecb5dcb
Q11-0359,A1,wikipedia,BkiUff8241xiKxw8JoMf,,1,1,13,13,1.0,1.0,63183bb64279869cbdb7999939e5436fbb05f13792695d6d45b531913fa8f4d9
Q11-0360,A1,arxiv,BkiUdjfxK03BfMLyqn1d,,2,0,473,25,0.052854122621564484,18.92,fca5e3620defde897b293a864f583acfacda133bf5a252a7ca2ed9cce22dcfba
Q11-0361,A1,stackexchange,BkiUdS85qoaAwrv3WhFL,,3,0,3328,25,0.007512019230769231,133.12,9baf1c1c08214a834ec77c4c29c6c0b7ad28108d0f071ea9267ba4756d047298
Q11-0362,A1,c4,BkiUekDxK7Tt6AlxFEgu,,1,1,24,24,1.0,1.0,51639038813ae4a5f93e7aefe741ff94e7378ad174a6a07bb95afa48a70202f4
Q11-0363,A1,stackexchange,BkiUd-k4uzlgqF7nBUAa,,1,1,17,17,1.0,1.0,40f09ac5703cf6bcb2a3ebed20aa8716c271815e8b228b334f53c8c106b88727
Q11-0364,A1,book,BkiUbjvxK6EuNA_gMQo7,,3,1,8,8,1.0,1.0,7a37c645b23ac5c270351a1b1652f136148ed1ef09fd1095bb25d3b86cefa6df
Q11-0365,A1,github,BkiUcuvxaKgTtE-RSaEL,,3,0,3328,25,0.007512019230769231,133.12,7e26ff1b972b4993eb91aed6a867e81cf88297461d08214f5ab77068f882a47a
Q11-0366,A1,stackexchange,BkiUfeXxK0zjCrsOB5wN,,1,0,3317,25,0.007536930961712391,132.68,947c62907b139843bc1dc74625ad7d788d0780f60fd0924b02e730c7ab19b9f5
Q11-0367,A1,wikipedia,BkiUcv45qdmC8Q-W6pbx,,3,0,3322,25,0.007525586995785672,132.88,b617520ab64cb411a4114cc0369f182bf2fb0d1026b10db846becd72d50ed75b
Q11-0368,A1,wikipedia,BkiUa5I5qX_AYutU5ouS,,2,1,25,25,1.0,1.0,596607ca59555ba5dbeedf4baef6a4b7fa81841c028d7451ac3f82cbf57e7349
Q11-0369,A1,commoncrawl,BkiUbjzxaJJQnJ5kTOcj,,2,0,3118,25,0.008017960230917255,124.72,a21bdf64e5e4df08aa52395b4e566e932dddca1e0b4cd3eb47e18f9a020c6081
Q11-0370,A1,arxiv,BkiUgNvxK4sA-46xQ4Ws,,3,0,472,25,0.05296610169491525,18.88,3ff0236a12b85892e9062d1859378cabd51c862e3ebdaf8dc2fa57262a5110ab
Q11-0371,A1,book,BkiUdn45qU2Ap2aRyEUz,,3,1,8,8,1.0,1.0,c74807660e157b39b54cbea35779672e67fee8cba864c212294445437e2d0b91
Q11-0372,A1,commoncrawl,BkiUdqk4uBhjCUQN8Wig,,3,0,3154,25,0.007926442612555484,126.16,716c29f859a829d3065bbf7e43e060dbdba24a13f291b46ee6fe3c02f26d1e49
Q11-0373,A1,c4,BkiUdRc5qX_AYt7Xz8Kx,,2,0,3305,25,0.007564296520423601,132.2,88886e0113025bf56d86978b0ef337163058c38ed3c1356c842d55e3b5567d31
Q11-0374,A1,commoncrawl,BkiUcj7xK0iCl7DT75EC,,1,0,3101,25,0.008061915511125443,124.04,ba25adf19b038031ed72a59dedee7f4660a1e69454a32adc8c457df486a4166e
Q11-0375,A1,stackexchange,BkiUdmw5qWTBHCllE1A1,,1,1,17,17,1.0,1.0,bfdf6313532cd869d5dbfd7abd89e85adeb4583c344e7eb6772a36a24de394e8
Q11-0376,A1,commoncrawl,BkiUdUE5qhDBQzqNFKS3,,2,1,95,25,0.2631578947368421,3.8,f4b8af46eaea53c178244382588ed878b5a443da0da5d5c4fa9581c14ed2d4ae
Q11-0377,A1,arxiv,BkiUbXXxK7Tt6CA5FTG7,,3,0,472,25,0.05296610169491525,18.88,8a3373e97a3a58f0a787edda523800e2ce6e56048324f394ca98eca19821978b
Q11-0378,A1,stackexchange,BkiUc5825V5hegR8YaKV,,3,0,3328,25,0.007512019230769231,133.12,e655e48e590a8c9f076741e8d9ab0edfce4064847c167dd0613ec10c056e220e
Q11-0379,A1,commoncrawl,BkiUblA5qsJBjdcnzQHS,,2,1,95,25,0.2631578947368421,3.8,2d3eb473d221224b61bd02350555bc9232969ea6eda779da87514913849f39bb
Q11-0380,A1,stackexchange,BkiUb8LxK03BfJXwvoPG,,2,0,3318,25,0.007534659433393611,132.72,8c9b79020f6f4a661082f6a292d72bffd1b23a2c4801288a4f2bdda65170ced4
Q11-0381,A1,c4,BkiUd2XxaKgQKLxdcMY5,,2,1,28,25,0.8928571428571429,1.12,9a9cc75e226e3076057b2b5b2dfa92c24c60b01811607d4bc9ab90a0b1a2520c
Q11-0382,A1,commoncrawl,BkiUdojxK6EuM_UbrNek,,2,1,95,25,0.2631578947368421,3.8,42e5c6ea497ebedbc34564e7d4435494776043a27abefbe588a533421c878c20
Q11-0383,A1,arxiv,BkiUdj05qhLA7iWj7A6E,,1,0,471,25,0.05307855626326964,18.84,440f1016daa8cdee012238f5d23d7b59a650a3f8b7bb18881b794bd056070175
Q11-0384,A1,stackexchange,BkiUde_xK3xgpbERDShY,,2,1,15,15,1.0,1.0,248c768861ac8ead62d5f966e53961b55b6d75f5b63c1034785ad51986fdc44b
Q11-0385,A1,c4,BkiUc8XxK6wB9mpb1zIJ,,3,0,3311,25,0.007550588945937783,132.44,eaeb4030ea2b3f58cbc27e6b72c0146eb8f4e18a4bcc8b04182079bd1531243c
Q11-0386,A1,arxiv,BkiUd405qWTBK286b2fh,,2,0,473,25,0.052854122621564484,18.92,36820897e4e883a79a97672e32931a35610b6469dcdf83fde5b8cf1212406e86
Q11-0387,A1,arxiv,BkiUbLXxK03BfMLyowp1,,2,0,473,25,0.052854122621564484,18.92,e3067eda7e9022c65bd84d7fba53e2d72ec806d27659694bcfeef048694e4859
Q11-0388,A1,github,BkiUbEc5qoaAwnodzHEh,,1,0,3328,25,0.007512019230769231,133.12,016b881c2888913ad553f0421c971fb66fb8e9117b1cb334e350ab58e54795ad
Q11-0389,A1,c4,BkiUcYvxK1UJ-rWoJGOG,,1,1,24,24,1.0,1.0,c838f85da16813c864a3ad5dfb77d57fc30ee54a59502cec079ccbdd993b0668
Q11-0390,A1,arxiv,BkiUa8E5qsFAfmeJoM_k,,3,0,472,25,0.05296610169491525,18.88,d3ee4fa911f7ba94869ed44be4f946dcf987295cb7e6ce0afceeeb0842c89108
Q11-0391,A1,arxiv,BkiUdq45qoYA2zk0vrSH,,2,0,473,25,0.052854122621564484,18.92,040b7e65cf3cd98301eb4d1efde4e179fb9ee79f4023b90dc2b6206b91cb26f1
Q11-0392,A1,wikipedia,BkiUdJM5qX_Bo8oPOPXd,,3,1,11,11,1.0,1.0,1f358d6ceae7789e45c3ea10e2f127c4febef9653578bcde8e855798b9b691b5
Q11-0393,A1,wikipedia,BkiUcxbxK4sA-9zSAMTB,,1,0,3321,25,0.007527853056308341,132.84,26cfad65ec58165148c29d1ba99c03bf3da6a67271a237060695f5efbcbde55a
Q11-0394,A1,book,BkiUbtLxaJJQn1aABuRg,,1,0,51,25,0.49019607843137253,2.04,67ea4b82f0a939d21a343685acc1f3d85afd13c05cefe0c4f0de5bfeb0edd7a7
Q11-0395,A1,commoncrawl,BkiUcTTxK6wB9dbuS6LO,,1,0,3101,25,0.008061915511125443,124.04,31d8aabf726f73aeb24c990b015462554a9accc2d4df5bf8bb2036decb37e0d4
Q11-0396,A1,wikipedia,BkiUfiw5qg5DVP08TaRk,,1,0,3321,25,0.007527853056308341,132.84,39aa75230b1fd878a8233ca0619c50eba5a695ddb4256a017cf61e81827e16cd
Q11-0397,A1,stackexchange,BkiUc5M4uBhiy0IClE7s,,1,0,3317,25,0.007536930961712391,132.68,c67ebacc639e50aa9ea684b6d0f82d984f7d51babbbc1fcc5b905ef088bb1460
Q11-0398,A1,book,BkiUb-zxK6-gDw5AuEJV,,1,0,51,25,0.49019607843137253,2.04,ed72f42f6a35d3b5bc3d8b2047132bd698cf05ca5d32b2ce4af4f3938fa85936
Q11-0399,A1,stackexchange,BkiUgFfxK7IDA31U2ORt,,3,0,3328,25,0.007512019230769231,133.12,97fb2a493d2673431504ae491f2625c3fee51e526a818e0b44fcf65dbc730348
Q11-0400,A1,wikipedia,BkiUcD7xK2li-F6Jxs8d,,1,0,3321,25,0.007527853056308341,132.84,391394a1eb7b4a60a5d13ae968e376305e0a3bb215a473ba81ebc82b194c5c96
Q11-0401,A1,book,BkiUd9o4dbghWo_lIyXT,,3,0,49,25,0.5102040816326531,1.96,7da6a7718702b75ebc34043f669098b86783026f4de6fc389f91d8f40e5550be
Q11-0402,A1,book,BkiUc67xK6Ot9UjEBBuW,,2,0,52,25,0.4807692307692308,2.08,83ffba0d24dbab98c4930d2488f72d6843f82fe7cccfac5503f8a0e3219bb946
Q11-0403,A1,github,BkiUcyc4uBhhxMaCiEIY,,1,0,3328,25,0.007512019230769231,133.12,e58b90234c63808db113424585b5bd78f25aa0ae7494f1f27ec0198cbe162d7e
Q11-0404,A1,stackexchange,BkiUbFg5qg5A51h3YnQM,,1,1,17,17,1.0,1.0,14a10b0d97b1ffe8a62ac77f09a7a10f7f566eb3b51ca159db227cb8ce8759de
Q11-0405,A1,commoncrawl,BkiUfhPxK7Tt52mM_WVI,,1,1,113,25,0.22123893805309736,4.52,b8d0dae1590a234f9b67909a336d6df02d2dc6bd6f6d2e5cbcdb4cf45025189a
Q11-0406,A1,github,BkiUb4DxK6-gDyrT8Did,,2,0,3330,25,0.0075075075075075074,133.2,87fcd27e14ccda87ef7b4cd969f7624053a458cf7b5b6f0bc8258efc5b5bdd19
Q11-0407,A1,commoncrawl,BkiUdZ3xK3YB9m8SXQYW,,2,0,3118,25,0.008017960230917255,124.72,04dbe35fe24cb753d8fca93f48e8841c0219f3b6b668f568affd61f76b6c67b9
Q11-0408,A1,wikipedia,BkiUbMbxK6nrxpQczW9F,,3,0,3322,25,0.007525586995785672,132.88,6a2aa89cb36c38cb83087d76e5a70cf676c12e387f78655abac2f9f7c7f11422
Q11-0409,A1,c4,BkiUeo8241xiDnlsRBmA,,3,1,22,22,1.0,1.0,9f52b458c45d23e1957c41281f27efecf42867744778478a1bdbe8e53b7d82f7
Q11-0410,A1,stackexchange,BkiUf4k241xiKkAO6Mma,,3,1,5,5,1.0,1.0,8ee92db52359c6b7d88001241eef8d6c70ed793c23aa28fe6f8f6b37b43f8192
Q11-0411,A1,wikipedia,BkiUeDjxK0zjCxN_uATT,,2,0,3308,25,0.007557436517533253,132.32,28dfa44d31b7173f36ccb020005c275c2f8d68c8fbe06145416ebf14db1e1c27
Q11-0412,A1,stackexchange,BkiUdyw4eIOjSM_xsClh,,1,1,17,17,1.0,1.0,5ebe344d40d4ad7661053b34d5dc60f47fcd5b0227a3a446eded9a858d959567
Q11-0413,A1,c4,BkiUe0o25V5jPC6s0WIr,,1,0,3310,25,0.0075528700906344415,132.4,f9d1962ad04ca615525d56668c4255ccc3d2935d70f593c0324ede6f9bd27ac7
Q11-0414,A1,c4,BkiUdkU4dbgg6MqXbz9Y,,3,1,22,22,1.0,1.0,d39b2838dcece59d308e1b4e310594144ebf4561685fb95f540c36ecbd0c0aa7
Q11-0415,A1,book,BkiUd_E4uzlh53v23gzI,,2,0,52,25,0.4807692307692308,2.08,5fac8ad5a9e37859dd6c8c7fa188f5452eda687d376a43178bbb0f27c7838cf4
Q11-0416,A1,book,BkiUbdY4eILhQCVbddU_,,1,0,51,25,0.49019607843137253,2.04,c28eaebf8a051d6183923a0ca7da9325466b4818567a55daa832df4f5239e7c5
Q11-0417,A1,c4,BkiUc8I4eIZjofWfIG9C,,2,0,3305,25,0.007564296520423601,132.2,b450fbcddc7d33fe6516eeb5f0bee864777a2e45f8d70ed55dbec0497df1ef46
Q11-0418,A1,book,BkiUdC44uzlhXkpzXRVt,,2,0,52,25,0.4807692307692308,2.08,6e333243f49ac9fdf5665cca6af098fdd32dba0f60662f9fc06d215ba7e50d2c
