c1_source_row,c2_source_row,Model,Submission Date,submission_month,C1_Average,Epoch_AI_Open_Weights,Epoch_AI_Publication_Date,source_Model_sha,C8_latest_parseable_run_id,C8_latest_model_revision,C8_latest_model_sha,C8_revision_sha_equal_latest_q4_candidate,version_match_status,version_scope_note
2516,2516,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,2025-01-20,2025-01,10.351036796154286,Yes,2025-01-22,,b54b91538089e8fe6aca44da80d4eb36aaa3d0df7d2ad471ebd28d32761f3d4b,80da49efd7aed5a338dfa7f23f75a9311f0dec20,80da49efd7aed5a338dfa7f23f75a9311f0dec20,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2519,2519,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2025-01-20,2025-01,14.99492256865316,Yes,2025-01-22,,c23c6c51878f0de051410b556718e450ed1c35b65c25e16b3cd72c588f678af9,008b8c2e0b59dac9b7619d58a5ad609f43a5b6b1,008b8c2e0b59dac9b7619d58a5ad609f43a5b6b1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2623,2623,facebook/opt-1.3b,2024-06-12,2024-06,5.276689334204645,Yes,2022-06-21,,5fa1ea5781be01a44a64c55df8d21d6fe523f4f37c521c559d667296b7e72138,3f5c25d0bc631cb57ac65913f76e22c2dfb61d62,3f5c25d0bc631cb57ac65913f76e22c2dfb61d62,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2624,2624,facebook/opt-30b,2024-06-12,2024-06,6.276874107966858,Yes,2022-06-21,,cf6d8e580870e8b9eeef6009fe02c8c4547e114f8d32772cebaf0a0b3e30625c,ceea0a90ac0f6fae7c2c34bcb40477438c152546,ceea0a90ac0f6fae7c2c34bcb40477438c152546,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2751,2751,grimjim/HuatuoSkywork-o1-Llama-3.1-8B,2025-01-03,2025-01,24.47799926837126,Yes,2023-04-14,,efc0ce70d272e293da9446c3e592d2cf7c75de63d5f77fef6363f59cc4b15f2c,85bfa74ab2642914a532eb52a1720da5bc2afb00,85bfa74ab2642914a532eb52a1720da5bc2afb00,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2752,2752,grimjim/Llama-3-Instruct-8B-SPPO-Iter3-SimPO-merge,2024-06-29,2024-06,20.83668391168813,Yes,2024-04-18,,af62efecaa347dcfb80c0dbcd18ce0cb6726e08eb13b8edb8a38c20620c3de17,7a8d334dce0a2ce948f75612b8d3a61c53d094aa,7a8d334dce0a2ce948f75612b8d3a61c53d094aa,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2776,2776,gz987/qwen2.5-7b-cabs-v0.4,2025-02-18,2025-02,36.88194596713293,Yes,2024-09-19,,43a4152175acf39bc2012d1f64498dd29e20408af932269312005d3f438f4162,642e0c1fd2012cd95e7236acbb0c245a60d1f391,642e0c1fd2012cd95e7236acbb0c245a60d1f391,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2826,2826,huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,2025-01-29,2025-01,17.525034419590085,Yes,2025-01-22,,569f366c0ea6c0f9362ccafe9baf1a38c6351967577b12c73e8e2aa590d21050,a3b1e50cd454e219cb521d979eb6f61faf1a4504,a3b1e50cd454e219cb521d979eb6f61faf1a4504,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3149,3149,jayasuryajsk/Qwen2.5-3B-reasoner,2025-02-07,2025-02,22.088475922135004,Yes,2024-09-19,,162439619a5abaf4eff9dbdfca6d4be191a5528a41d99bcbaaa2382091e582c0,a521780c1e5c94868b5c1e3ff220bb4579d6ab6e,a521780c1e5c94868b5c1e3ff220bb4579d6ab6e,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3162,3162,jeffmeloy/Qwen2.5-7B-minperplexity-2,2024-12-03,2024-12,30.04145905845039,Yes,2024-09-19,,a9c9ae8452f660a3e224bf1e16b0343172b44f49fc6aaff2cc5171f94c0831b3,d7ba08c49f9e13e65b0abbf8539037f0712233c2,d7ba08c49f9e13e65b0abbf8539037f0712233c2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3163,3163,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v0.9,2024-11-13,2024-11,31.896915034467217,Yes,2024-09-19,,ad53a0a68d7e859cadba5ed69dacb9586b235636b2c9c08563347dc2ed5376ea,7eb2a19e13fb32c1bab751eb89fed33f6c66b4e6,7eb2a19e13fb32c1bab751eb89fed33f6c66b4e6,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3164,3164,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.0,2024-11-14,2024-11,36.19369887340693,Yes,2024-09-19,,73245d30d0c646a7587aac654cdd063e9da280025adb92e839fd8e29b70d9f60,8f478661c654990358904e2159252d5c5236b80f,8f478661c654990358904e2159252d5c5236b80f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3165,3165,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,2024-11-09,2024-11,24.684283405688316,Yes,2024-09-19,,46a4ce2dec393ff2e4789a65dcc76204f490ebce28787b5753048582667df153,e757ba9e4c1a5a43ba3a3e98b44ebbbfe7bf831a,e757ba9e4c1a5a43ba3a3e98b44ebbbfe7bf831a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3166,3166,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,2024-11-09,2024-11,23.398595020008255,Yes,2024-09-19,,80f4e6168a200d352c817ff2d3c341cda68e54ccd796ec98b6f07a853b666568,8ba84532e3eea17c821f96f3e80bec7c9d8b3799,8ba84532e3eea17c821f96f3e80bec7c9d8b3799,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3167,3167,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,2024-11-09,2024-11,24.06198639675365,Yes,2024-09-19,,3ca1b163aeb4cd8309747be476e7801c27e3e09e889978c400af5d6e04b00c40,db61c49ae128777c4b893ab544975df349052d66,db61c49ae128777c4b893ab544975df349052d66,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3169,3169,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,2024-11-17,2024-11,31.834944840883523,Yes,2024-09-19,,e4760a1ced1e2e07dbeac25e91cabd342a143a1f13dfdc8a494d3d4cee0f0224,055cf43cab9027de7e548728dc231afea6a3dfd1,055cf43cab9027de7e548728dc231afea6a3dfd1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3174,3174,jeffmeloy/Qwen2.5-7B-olm-v1.2,2025-01-01,2025-01,28.53753917623895,Yes,2024-09-19,,1bf0b5cbd2353b66f23f77aa8b6bfeddc9a12ca5660fa6ab58d8f11387641766,f48d6dd328dc60ccec91234b8240e2be6cc4e599,f48d6dd328dc60ccec91234b8240e2be6cc4e599,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3175,3175,jeffmeloy/Qwen2.5-7B-olm-v1.3,2025-01-18,2025-01,29.2967667117791,Yes,2024-09-19,,4d44608374ad6874516530dfa3024935c3453cb2ba85707d72d0d37535645ada,07d2bc3e931a0e20f2de32a6582b52f345be1425,07d2bc3e931a0e20f2de32a6582b52f345be1425,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3177,3177,jeffmeloy/Qwen2.5-7B-olm-v1.5,2025-02-27,2025-02,29.23575275519298,Yes,2024-09-19,,e3596031cc5889b6151deea4f10009fbe4bdd9fc9368a788a1e7008814eb8aaf,ad31c67411c01905d510728f03da46d51fe75d3b,ad31c67411c01905d510728f03da46d51fe75d3b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3183,3183,jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,2025-02-07,2025-02,18.5491918072634,Yes,2024-09-19,,ddbdd654ed6c500d123c29e2bd204a2a722526858af6bee990e5d293502849df,94c17462abd991aed582121532dabf867f1b5bce,94c17462abd991aed582121532dabf867f1b5bce,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3276,3276,langgptai/qwen1.5-7b-chat-sa-v0.1,2024-06-27,2024-06,16.580170752646193,Yes,2024-02-04,,4beddcd900178aa9312d55154122c33c55445229a86653214302c5e80fe010d8,main,5f4f5e69ac7f1d508f8369e977de208b4803444b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3360,3360,marcuscedricridia/Qwen2.5-7B-Preview,2025-03-09,2025-03,33.62064174853305,Yes,2024-09-19,,2fc861be3a917c94e664ab8aa261a6a82824507df33e007edba973a3af3d53f7,935631778e482a336c34b15fdede64d2571685f0,935631778e482a336c34b15fdede64d2571685f0,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3454,3454,microsoft/Phi-4-mini-instruct,2025-02-28,2025-02,29.412433568419846,Yes,2024-12-12,,63f07319656c908c9f2b0966dadd8d9b6ad17a11b7e130d55945c85441181c74,f984c153f9e5738b59f28190d593bd9ad40745bb,f984c153f9e5738b59f28190d593bd9ad40745bb,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3455,3455,microsoft/phi-1,2024-06-13,2024-06,5.574318195377169,Yes,2023-10-02,,4834b1915a2efd48bf71a3fd85af77e2659b75e63f47090995184a79f488b951,b9ac0e6d78d43970ecf88e9e0154b3a7da20ed89,b9ac0e6d78d43970ecf88e9e0154b3a7da20ed89,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3456,3456,microsoft/phi-1_5,2024-06-09,2024-06,7.170966845799231,Yes,2023-10-02,,1aa1dcc0278326c959ab9bada0d8f56ba13573f5a2ffccf1aa4c1b8c6dbbee97,675aa382d814580b22651a30acb1a585d7c25963,675aa382d814580b22651a30acb1a585d7c25963,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3475,3475,mistralai/Codestral-22B-v0.1,2024-09-28,2024-09,23.27991740686463,Yes,2024-05-29,,ab2de6c3f8329edb41d6eaddcf5917411981195cd8e6ced83dca4134bdf60607,8f5fe23af91885222a1563283c87416745a5e212,8f5fe23af91885222a1563283c87416745a5e212,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3495,3495,mkurman/phi-4-MedIT-11B-exp-1,2025-01-10,2025-01,24.60723512531726,Yes,2024-12-12,,e99412b4e65767140f799535a13965fb2727dd9f2eee7050d5cf0373c36eb907,7ee6cc2dac29514784142da4d4d2bb4d77dc96dc,7ee6cc2dac29514784142da4d4d2bb4d77dc96dc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3517,3517,mobiuslabsgmbh/DeepSeek-R1-ReDistill-Llama3-8B-v1.1,2025-02-16,2025-02,15.806892418961331,Yes,2025-01-20,,23ae331fca8aca2978e9a3d53e4b9c3e21ff3a082516e765b0320ac7c147c36f,16f6691b234d868a71b2addfc237a6c5088ecb48,16f6691b234d868a71b2addfc237a6c5088ecb48,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3518,3518,mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1,2025-02-16,2025-02,17.737904923149653,Yes,2025-01-20,,5e958e3d01937973286473a0f4ec5f671db6dc7ef646e6eda28a4c4c88f77488,40f505b1ec4f6008fd9e6867bbe0d338addcafbd,40f505b1ec4f6008fd9e6867bbe0d338addcafbd,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3535,3535,natong19/Qwen2-7B-Instruct-abliterated,2024-07-29,2024-07,28.515341600524966,Yes,2024-06-07,,4d8f689e1e0b5e28d7eed9a4c26616e8150cd58e38fa45076b7f1380eb92479f,127962453ae87879719a82a97384ac1859787a25,127962453ae87879719a82a97384ac1859787a25,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3605,3605,netcat420/DeepSeek-R1-MFANN-TIES-unretrained-7b,2025-01-22,2025-01,5.947003320776368,Yes,2025-01-20,,c1a8f112c4f0fa4e72cf47602e9eb5f57e0403ce37106fa5f82bb1b4ae745f73,836a8aa29ce3e9d46c4f1ab2312f20cac9802649,836a8aa29ce3e9d46c4f1ab2312f20cac9802649,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3689,3689,notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,2025-02-05,2025-02,41.559026792386994,Yes,2024-09-19,,f87f0aeffbdbee2b1394d4956e229b6cf6dbcd494f1d56d22197143f2dc4ec7a,8322cabcc11053dca1f6fac6f3ffac4781ec9641,8322cabcc11053dca1f6fac6f3ffac4781ec9641,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3838,3838,princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,2024-09-28,2024-09,24.883954972962346,Yes,2024-04-18,,8b39e240044810bcfa96506f87c3fb11ea39c9ae335e93b50ef02c4d4e117d52,5ed83728712693437bd547f4cd32923ac4e1172d,5ed83728712693437bd547f4cd32923ac4e1172d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3839,3839,princeton-nlp/Llama-3-Instruct-8B-DPO,2024-09-28,2024-09,23.498239725981037,Yes,2024-04-18,,76ad7786b06578fceaab1dddd102c8fae1f76f4636b5949c91f824ac15e34eed,0afbf4c012ec7507f61c554999151b95a3651db3,0afbf4c012ec7507f61c554999151b95a3651db3,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3845,3845,princeton-nlp/Llama-3-Instruct-8B-RDPO,2024-09-28,2024-09,23.603754396673683,Yes,2024-04-18,,3f52d390dc3cb3ed3373a0de8fffec36c4a3b77fe903918af992c66a86fef58d,9497ca226a68981f42df2e5b3a4a1a2ea702a942,9497ca226a68981f42df2e5b3a4a1a2ea702a942,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3848,3848,princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,2024-10-07,2024-10,23.753750599972534,Yes,2024-04-18,,242a1a7fb250a7b493a61c3a8f90c7e56d4ab61364ab242a6091dd26827de17a,81191fbb214d17f0a4fec247da5d648f4cb61ef1,81191fbb214d17f0a4fec247da5d648f4cb61ef1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3851,3851,princeton-nlp/Llama-3-Instruct-8B-SimPO,2024-09-28,2024-09,23.664165370275043,Yes,2024-04-18,,b4bb3b3ea1ce7433ebe9302bbfbc949641190d14f78829dc396a1dceee155801,f700cb6afb4509b10dea43ab72bb0e260e166be4,f700cb6afb4509b10dea43ab72bb0e260e166be4,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3936,3936,prithivMLmods/Phi-4-Empathetic,2025-01-12,2025-01,28.208396720096133,Yes,2024-12-12,,87dcddfe5016e853b31a61bb732d0ef493dd3487eac535c88cd2d8ecb763fd1b,181a87cfc05f0ee538b14cf4a773ad3b816224fe,181a87cfc05f0ee538b14cf4a773ad3b816224fe,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3937,3937,prithivMLmods/Phi-4-Math-IO,2025-01-12,2025-01,31.821782745368306,Yes,2024-12-12,,a40d5691f7feaea03667b533d08458ded01f54abe545d832a4dcad98fbcbaa22,2e3f81b0c1613d33a4b0e216120fa3a3dd9206f8,2e3f81b0c1613d33a4b0e216120fa3a3dd9206f8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3942,3942,prithivMLmods/Phi-4-o1,2025-01-09,2025-01,30.20428963456544,Yes,2024-12-12,,5a2141698055b88bc1340a30e57aabd83642c4807c6e39bb43c6e015bc1abde5,aa2a7571e9dbce0fefe98479fe04f298f2491b8c,aa2a7571e9dbce0fefe98479fe04f298f2491b8c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
3957,3957,prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,2025-02-01,2025-02,34.33386526785314,Yes,2024-09-19,,0f9a8256a1d93f25f91666d9bebc5bcd85842021748562ae557e9319c16ede28,bc7898d09ac620cf86afa3237daa8181f689345b,bc7898d09ac620cf86afa3237daa8181f689345b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4016,4016,rasyosef/Phi-1_5-Instruct-v0.1,2024-07-25,2024-07,6.864747864349624,Yes,2023-10-02,,e31594f5167c275f112a44723881b893cc05ba59b3a49b556cd6e7de247f3c0b,f4c405ee4bff5dc1a69383f3fe682342c9c87c77,f4c405ee4bff5dc1a69383f3fe682342c9c87c77,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4017,4017,rasyosef/phi-2-instruct-apo,2024-09-17,2024-09,12.547052522669906,Yes,2023-12-12,,04d574b371df87b394a0069107c1b9f143041541aa96392d117fee77babae034,2d3722d6db77a8c844a50dd32ddc4278fdc89e1f,2d3722d6db77a8c844a50dd32ddc4278fdc89e1f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4034,4034,rhysjones/phi-2-orange-v2,2024-06-28,2024-06,15.324185096371076,Yes,2023-12-12,,41027fca63d6e1a6da946ea97cf2f2eaa34c8791ecaa392e09e8a4a3b44c91fa,f4085189114accfb65225deb8fbdf15767b7ee56,f4085189114accfb65225deb8fbdf15767b7ee56,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4104,4104,sethuiyer/Qwen2.5-7B-Anvita,2024-10-27,2024-10,29.898362120988242,Yes,2024-09-19,,1ce08ee2ee6560d382fdd814b932d20383d55aecf8a6816df945c87a39ad469d,dc6f8ca6507cc282938e70b23b02c1a3db7b7ddc,dc6f8ca6507cc282938e70b23b02c1a3db7b7ddc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4141,4141,sometimesanotion/Qwen2.5-14B-Vimarckoso-v2,2024-12-26,2024-12,36.185823403667726,Yes,2024-09-19,,8162a00465e5abddbe67a752563d38b33ca0a5bc698a92fc3fda2a0eaf3ac958,5768a4448e4e3a95a7f459ac2b106abbf8510840,5768a4448e4e3a95a7f459ac2b106abbf8510840,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4142,4142,sometimesanotion/Qwen2.5-14B-Vimarckoso-v3,2024-12-27,2024-12,41.026521660758924,Yes,2024-09-19,,62af268867b4cfa0f6772d5a9148906b684fa2e8fcf6867559834efdb75bb037,e2f4b596010057af0cd8f27ba992bf9d6af48801,e2f4b596010057af0cd8f27ba992bf9d6af48801,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4143,4143,sometimesanotion/Qwen2.5-14B-Vimarckoso-v3-IF-Variant,2024-12-28,2024-12,34.41237931041414,Yes,2024-09-19,,cc4bb874aa64fce99a900fba4ec475c8ea6503a0566a0667a11713cbed848c12,246b592926a9351b195650b5bcfe1cba9218a698,246b592926a9351b195650b5bcfe1cba9218a698,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4147,4147,sometimesanotion/Qwen2.5-7B-Gordion-v0.1-Prose,2025-02-08,2025-02,30.518790394446103,Yes,2024-09-19,,ce2df95c1030e86cc9f072b80f88fb19096daa974c853ada7c474a9c73bd1059,12c9682b5d9e5e738e6b818b01ead86a76364ffc,12c9682b5d9e5e738e6b818b01ead86a76364ffc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4224,4224,suayptalha/DeepSeek-R1-Distill-Llama-3B,2025-02-24,2025-02,23.27368245692195,Yes,2025-01-20,,3f104cebc1574e52b2d8ffe13500fdc04a9f558fb83addd80eef8f8997f64d0d,5980166d03fa0d2a63f6dfbf59fe6b5abc7005e0,5980166d03fa0d2a63f6dfbf59fe6b5abc7005e0,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4279,4279,tensopolis/phi-4-tensopolis-v1,2025-03-09,2025-03,40.45533321662008,Yes,2024-12-12,,5aedc8612b3dba3a2d4b80876d07720e99800a5882667280ddf2d1bac60b3235,5890f8b5f7e4a040b8dd5fbcfcc45f4311ac2873,5890f8b5f7e4a040b8dd5fbcfcc45f4311ac2873,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4280,4280,tensopolis/qwen2.5-14b-tensopolis-v1,2025-03-09,2025-03,41.14159022263494,Yes,2024-09-19,,9cafd644ee4d38193d62c77d12bb98c03eceb959466be14f0e057fec6b1fcda2,34f20381d4b43bbbd288f9a1f81a26bcbdcbd3c8,34f20381d4b43bbbd288f9a1f81a26bcbdcbd3c8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4282,4282,tensopolis/qwen2.5-7b-tensopolis-v1,2025-03-07,2025-03,35.49167672948769,Yes,2024-09-19,,10cda737b0578a0710c52b22e73a219aaa1ea8ea04920dee0432392fe57f09da,2cbc0765ff33ec948d54f305640f4db262221493,2cbc0765ff33ec948d54f305640f4db262221493,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4324,4324,tiiuae/Falcon3-7B-Instruct,2024-12-16,2024-12,36.404684964282325,Yes,2024-12-17,,bb6eddf19271cdbbd316fb554df94149268cf9f06f7b5ac41f0d562fbe03b685,7aae4f3953f3dbfaa81aeecbb404a6bbba0e0c06,7aae4f3953f3dbfaa81aeecbb404a6bbba0e0c06,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4328,4328,tiiuae/falcon-40b,2024-06-09,2024-06,11.40130446230009,Yes,2023-03-15,,313692d22c92e205a26b2b59a28ce98acc777cc967dfca7fe8a424752881026b,4a70170c215b36a3cce4b4253f6d0612bb7d4146,4a70170c215b36a3cce4b4253f6d0612bb7d4146,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4362,4362,tugstugi/Qwen2.5-7B-Instruct-QwQ-v0.1,2025-01-19,2025-01,28.427900675364572,Yes,2024-09-19,,1d69002b86a6ca3f35562afc0ec051657722ce89365f58e58d3c4c973b4021e0,65a426bd2c9519fd56c06bd3ecae8685d780bfe6,65a426bd2c9519fd56c06bd3ecae8685d780bfe6,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4369,4369,unsloth/phi-4-unsloth-bnb-4bit,2025-01-09,2025-01,39.21645140571378,Yes,2024-12-12,,a648ae274fdd1606737e5b975dab594a49b4494ecca07db01efa89eaf025a7e3,227e8cbc0de0cd783703a3a2f217159a86041a5f,227e8cbc0de0cd783703a3a2f217159a86041a5f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4384,4384,v000000/Qwen2.5-14B-Gutenberg-1e-Delta,2024-09-28,2024-09,40.87901381911441,Yes,2024-09-19,,ef42d1cd51ae97cc54a5dc4ebf49f8ba179f5766f0330cc566d75a41c47b622e,f624854b4380e01322e752ce4daadd49ac86580f,f624854b4380e01322e752ce4daadd49ac86580f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4575,4575,zetasepic/Qwen2.5-32B-Instruct-abliterated-v2,2024-12-07,2024-12,46.88867299768722,Yes,2024-09-17,,5b94ca0b16380ce26e6e9dd205ece0a54a509bf8754ba62f9fc64b6849b9bb53,5894fbf0a900e682dfc0ed794db337093bd8d26b,5894fbf0a900e682dfc0ed794db337093bd8d26b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
4576,4576,zetasepic/Qwen2.5-72B-Instruct-abliterated,2024-11-08,2024-11,46.33795303791254,Yes,2024-09-19,,6ccaed403eefca516bc013922df8c311f2558128a6601f46954a75c7183591eb,af94b3c05c9857dbac73afb1cbce00e4833ec9ef,af94b3c05c9857dbac73afb1cbce00e4833ec9ef,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
