grid_id,source_run_id,N_params_B,D_tokens_B,m3_N_params_B,m3_D_tokens_B,N_match,D_match,support_feasible_source_column,support_feasible,support_flag_recomputed,alignment_pass
712,712,1.416184,178.258,1.416184,178.258,True,True,m3_search_allowed,True,False,True
713,713,1.416184,180.355,1.416184,180.355,True,True,m3_search_allowed,True,False,True
714,714,1.416184,182.452,1.416184,182.452,True,True,m3_search_allowed,True,False,True
715,715,1.416184,184.549,1.416184,184.549,True,True,m3_search_allowed,True,False,True
716,716,1.416184,186.647,1.416184,186.647,True,True,m3_search_allowed,True,False,True
717,717,1.416184,188.744,1.416184,188.744,True,True,m3_search_allowed,True,False,True
718,718,1.416184,190.841,1.416184,190.841,True,True,m3_search_allowed,True,False,True
719,719,1.416184,192.938,1.416184,192.938,True,True,m3_search_allowed,True,False,True
720,720,1.416184,195.035,1.416184,195.035,True,True,m3_search_allowed,True,False,True
721,721,1.416184,197.132,1.416184,197.132,True,True,m3_search_allowed,True,False,True
722,722,1.416184,199.229,1.416184,199.229,True,True,m3_search_allowed,True,False,True
723,723,1.416184,201.327,1.416184,201.327,True,True,m3_search_allowed,True,False,True
724,724,1.416184,203.424,1.416184,203.424,True,True,m3_search_allowed,True,False,True
725,725,1.416184,205.521,1.416184,205.521,True,True,m3_search_allowed,True,False,True
726,726,1.416184,207.618,1.416184,207.618,True,True,m3_search_allowed,True,False,True
727,727,1.416184,209.715,1.416184,209.715,True,True,m3_search_allowed,True,False,True
728,728,1.416184,211.812,1.416184,211.812,True,True,m3_search_allowed,True,False,True
729,729,1.416184,213.91,1.416184,213.91,True,True,m3_search_allowed,True,False,True
730,730,1.416184,216.007,1.416184,216.007,True,True,m3_search_allowed,True,False,True
731,731,1.416184,218.104,1.416184,218.104,True,True,m3_search_allowed,True,False,True
732,732,1.416184,220.201,1.416184,220.201,True,True,m3_search_allowed,True,False,True
733,733,1.416184,222.298,1.416184,222.298,True,True,m3_search_allowed,True,False,True
734,734,1.416184,224.395,1.416184,224.395,True,True,m3_search_allowed,True,False,True
735,735,1.416184,226.492,1.416184,226.492,True,True,m3_search_allowed,True,False,True
736,736,1.416184,228.59,1.416184,228.59,True,True,m3_search_allowed,True,False,True
737,737,1.416184,230.687,1.416184,230.687,True,True,m3_search_allowed,True,False,True
738,738,1.416184,232.784,1.416184,232.784,True,True,m3_search_allowed,True,False,True
739,739,1.416184,234.881,1.416184,234.881,True,True,m3_search_allowed,True,False,True
740,740,1.416184,236.978,1.416184,236.978,True,True,m3_search_allowed,True,False,True
741,741,1.416184,239.075,1.416184,239.075,True,True,m3_search_allowed,True,False,True
742,742,1.416184,241.172,1.416184,241.172,True,True,m3_search_allowed,True,False,True
743,743,1.416184,243.27,1.416184,243.27,True,True,m3_search_allowed,True,False,True
744,744,1.416184,245.367,1.416184,245.367,True,True,m3_search_allowed,True,False,True
745,745,1.416184,247.464,1.416184,247.464,True,True,m3_search_allowed,True,False,True
746,746,1.416184,249.561,1.416184,249.561,True,True,m3_search_allowed,True,False,True
747,747,1.416184,251.658,1.416184,251.658,True,True,m3_search_allowed,True,False,True
748,748,1.416184,253.755,1.416184,253.755,True,True,m3_search_allowed,True,False,True
749,749,1.416184,255.853,1.416184,255.853,True,True,m3_search_allowed,True,False,True
750,750,1.416184,257.95,1.416184,257.95,True,True,m3_search_allowed,True,False,True
751,751,1.416184,260.047,1.416184,260.047,True,True,m3_search_allowed,True,False,True
752,752,1.416184,262.144,1.416184,262.144,True,True,m3_search_allowed,True,False,True
753,753,1.416184,264.241,1.416184,264.241,True,True,m3_search_allowed,True,False,True
754,754,1.416184,266.338,1.416184,266.338,True,True,m3_search_allowed,True,False,True
755,755,1.416184,268.435,1.416184,268.435,True,True,m3_search_allowed,True,False,True
756,756,1.416184,270.533,1.416184,270.533,True,True,m3_search_allowed,True,False,True
757,757,1.416184,272.63,1.416184,272.63,True,True,m3_search_allowed,True,False,True
758,758,1.416184,274.727,1.416184,274.727,True,True,m3_search_allowed,True,False,True
759,759,1.416184,276.824,1.416184,276.824,True,True,m3_search_allowed,True,False,True
760,760,1.416184,278.921,1.416184,278.921,True,True,m3_search_allowed,True,False,True
761,761,1.416184,281.018,1.416184,281.018,True,True,m3_search_allowed,True,False,True
762,762,1.416184,283.116,1.416184,283.116,True,True,m3_search_allowed,True,False,True
763,763,1.416184,285.213,1.416184,285.213,True,True,m3_search_allowed,True,False,True
764,764,1.416184,287.31,1.416184,287.31,True,True,m3_search_allowed,True,False,True
765,765,1.416184,289.407,1.416184,289.407,True,True,m3_search_allowed,True,False,True
766,766,1.416184,291.504,1.416184,291.504,True,True,m3_search_allowed,True,False,True
767,767,1.416184,293.601,1.416184,293.601,True,True,m3_search_allowed,True,False,True
768,768,1.416184,295.698,1.416184,295.698,True,True,m3_search_allowed,True,False,True
769,769,1.416184,297.796,1.416184,297.796,True,True,m3_search_allowed,True,False,True
770,770,1.416184,299.893,1.416184,299.893,True,True,m3_search_allowed,True,False,True
778,778,2.782831,0.134,2.782831,0.134,True,True,m3_search_allowed,True,False,True
779,779,2.782831,0.268,2.782831,0.268,True,True,m3_search_allowed,True,False,True
780,780,2.782831,0.537,2.782831,0.537,True,True,m3_search_allowed,True,False,True
781,781,2.782831,1.074,2.782831,1.074,True,True,m3_search_allowed,True,False,True
782,782,2.782831,2.097,2.782831,2.097,True,True,m3_search_allowed,True,False,True
783,783,2.782831,4.194,2.782831,4.194,True,True,m3_search_allowed,True,False,True
784,784,2.782831,6.291,2.782831,6.291,True,True,m3_search_allowed,True,False,True
785,785,2.782831,8.389,2.782831,8.389,True,True,m3_search_allowed,True,False,True
786,786,2.782831,10.486,2.782831,10.486,True,True,m3_search_allowed,True,False,True
787,787,2.782831,12.583,2.782831,12.583,True,True,m3_search_allowed,True,False,True
788,788,2.782831,14.68,2.782831,14.68,True,True,m3_search_allowed,True,False,True
789,789,2.782831,16.777,2.782831,16.777,True,True,m3_search_allowed,True,False,True
790,790,2.782831,18.874,2.782831,18.874,True,True,m3_search_allowed,True,False,True
791,791,2.782831,20.972,2.782831,20.972,True,True,m3_search_allowed,True,False,True
792,792,2.782831,23.069,2.782831,23.069,True,True,m3_search_allowed,True,False,True
793,793,2.782831,25.166,2.782831,25.166,True,True,m3_search_allowed,True,False,True
794,794,2.782831,27.263,2.782831,27.263,True,True,m3_search_allowed,True,False,True
795,795,2.782831,29.36,2.782831,29.36,True,True,m3_search_allowed,True,False,True
796,796,2.782831,31.457,2.782831,31.457,True,True,m3_search_allowed,True,False,True
797,797,2.782831,33.554,2.782831,33.554,True,True,m3_search_allowed,True,False,True
798,798,2.782831,35.652,2.782831,35.652,True,True,m3_search_allowed,True,False,True
799,799,2.782831,37.749,2.782831,37.749,True,True,m3_search_allowed,True,False,True
800,800,2.782831,39.846,2.782831,39.846,True,True,m3_search_allowed,True,False,True
801,801,2.782831,41.943,2.782831,41.943,True,True,m3_search_allowed,True,False,True
802,802,2.782831,44.04,2.782831,44.04,True,True,m3_search_allowed,True,False,True
803,803,2.782831,46.137,2.782831,46.137,True,True,m3_search_allowed,True,False,True
804,804,2.782831,48.234,2.782831,48.234,True,True,m3_search_allowed,True,False,True
805,805,2.782831,50.332,2.782831,50.332,True,True,m3_search_allowed,True,False,True
806,806,2.782831,52.429,2.782831,52.429,True,True,m3_search_allowed,True,False,True
807,807,2.782831,54.526,2.782831,54.526,True,True,m3_search_allowed,True,False,True
808,808,2.782831,56.623,2.782831,56.623,True,True,m3_search_allowed,True,False,True
809,809,2.782831,58.72,2.782831,58.72,True,True,m3_search_allowed,True,False,True
810,810,2.782831,60.817,2.782831,60.817,True,True,m3_search_allowed,True,False,True
811,811,2.782831,62.915,2.782831,62.915,True,True,m3_search_allowed,True,False,True
812,812,2.782831,65.012,2.782831,65.012,True,True,m3_search_allowed,True,False,True
813,813,2.782831,67.109,2.782831,67.109,True,True,m3_search_allowed,True,False,True
814,814,2.782831,69.206,2.782831,69.206,True,True,m3_search_allowed,True,False,True
815,815,2.782831,71.303,2.782831,71.303,True,True,m3_search_allowed,True,False,True
816,816,2.782831,73.4,2.782831,73.4,True,True,m3_search_allowed,True,False,True
817,817,2.782831,75.497,2.782831,75.497,True,True,m3_search_allowed,True,False,True
818,818,2.782831,77.595,2.782831,77.595,True,True,m3_search_allowed,True,False,True
819,819,2.782831,79.692,2.782831,79.692,True,True,m3_search_allowed,True,False,True
820,820,2.782831,81.789,2.782831,81.789,True,True,m3_search_allowed,True,False,True
821,821,2.782831,83.886,2.782831,83.886,True,True,m3_search_allowed,True,False,True
822,822,2.782831,85.983,2.782831,85.983,True,True,m3_search_allowed,True,False,True
823,823,2.782831,88.08,2.782831,88.08,True,True,m3_search_allowed,True,False,True
824,824,2.782831,90.178,2.782831,90.178,True,True,m3_search_allowed,True,False,True
825,825,2.782831,92.275,2.782831,92.275,True,True,m3_search_allowed,True,False,True
826,826,2.782831,94.372,2.782831,94.372,True,True,m3_search_allowed,True,False,True
827,827,2.782831,96.469,2.782831,96.469,True,True,m3_search_allowed,True,False,True
828,828,2.782831,98.566,2.782831,98.566,True,True,m3_search_allowed,True,False,True
829,829,2.782831,100.663,2.782831,100.663,True,True,m3_search_allowed,True,False,True
830,830,2.782831,102.76,2.782831,102.76,True,True,m3_search_allowed,True,False,True
831,831,2.782831,104.858,2.782831,104.858,True,True,m3_search_allowed,True,False,True
832,832,2.782831,106.955,2.782831,106.955,True,True,m3_search_allowed,True,False,True
833,833,2.782831,109.052,2.782831,109.052,True,True,m3_search_allowed,True,False,True
834,834,2.782831,111.149,2.782831,111.149,True,True,m3_search_allowed,True,False,True
835,835,2.782831,113.246,2.782831,113.246,True,True,m3_search_allowed,True,False,True
836,836,2.782831,115.343,2.782831,115.343,True,True,m3_search_allowed,True,False,True
837,837,2.782831,117.441,2.782831,117.441,True,True,m3_search_allowed,True,False,True
838,838,2.782831,119.538,2.782831,119.538,True,True,m3_search_allowed,True,False,True
839,839,2.782831,121.635,2.782831,121.635,True,True,m3_search_allowed,True,False,True
840,840,2.782831,123.732,2.782831,123.732,True,True,m3_search_allowed,True,False,True
841,841,2.782831,125.829,2.782831,125.829,True,True,m3_search_allowed,True,False,True
842,842,2.782831,127.926,2.782831,127.926,True,True,m3_search_allowed,True,False,True
843,843,2.782831,130.023,2.782831,130.023,True,True,m3_search_allowed,True,False,True
844,844,2.782831,132.121,2.782831,132.121,True,True,m3_search_allowed,True,False,True
845,845,2.782831,134.218,2.782831,134.218,True,True,m3_search_allowed,True,False,True
846,846,2.782831,136.315,2.782831,136.315,True,True,m3_search_allowed,True,False,True
847,847,2.782831,138.412,2.782831,138.412,True,True,m3_search_allowed,True,False,True
848,848,2.782831,140.509,2.782831,140.509,True,True,m3_search_allowed,True,False,True
849,849,2.782831,142.606,2.782831,142.606,True,True,m3_search_allowed,True,False,True
850,850,2.782831,144.703,2.782831,144.703,True,True,m3_search_allowed,True,False,True
851,851,2.782831,146.801,2.782831,146.801,True,True,m3_search_allowed,True,False,True
852,852,2.782831,148.898,2.782831,148.898,True,True,m3_search_allowed,True,False,True
853,853,2.782831,150.995,2.782831,150.995,True,True,m3_search_allowed,True,False,True
854,854,2.782831,153.092,2.782831,153.092,True,True,m3_search_allowed,True,False,True
855,855,2.782831,155.189,2.782831,155.189,True,True,m3_search_allowed,True,False,True
856,856,2.782831,157.286,2.782831,157.286,True,True,m3_search_allowed,True,False,True
857,857,2.782831,159.384,2.782831,159.384,True,True,m3_search_allowed,True,False,True
858,858,2.782831,161.481,2.782831,161.481,True,True,m3_search_allowed,True,False,True
859,859,2.782831,163.578,2.782831,163.578,True,True,m3_search_allowed,True,False,True
860,860,2.782831,165.675,2.782831,165.675,True,True,m3_search_allowed,True,False,True
861,861,2.782831,167.772,2.782831,167.772,True,True,m3_search_allowed,True,False,True
862,862,2.782831,169.869,2.782831,169.869,True,True,m3_search_allowed,True,False,True
863,863,2.782831,171.966,2.782831,171.966,True,True,m3_search_allowed,True,False,True
864,864,2.782831,174.064,2.782831,174.064,True,True,m3_search_allowed,True,False,True
865,865,2.782831,176.161,2.782831,176.161,True,True,m3_search_allowed,True,False,True
866,866,2.782831,178.258,2.782831,178.258,True,True,m3_search_allowed,True,False,True
867,867,2.782831,180.355,2.782831,180.355,True,True,m3_search_allowed,True,False,True
868,868,2.782831,182.452,2.782831,182.452,True,True,m3_search_allowed,True,False,True
869,869,2.782831,184.549,2.782831,184.549,True,True,m3_search_allowed,True,False,True
870,870,2.782831,186.647,2.782831,186.647,True,True,m3_search_allowed,True,False,True
871,871,2.782831,188.744,2.782831,188.744,True,True,m3_search_allowed,True,False,True
872,872,2.782831,190.841,2.782831,190.841,True,True,m3_search_allowed,True,False,True
873,873,2.782831,192.938,2.782831,192.938,True,True,m3_search_allowed,True,False,True
874,874,2.782831,195.035,2.782831,195.035,True,True,m3_search_allowed,True,False,True
875,875,2.782831,197.132,2.782831,197.132,True,True,m3_search_allowed,True,False,True
876,876,2.782831,199.229,2.782831,199.229,True,True,m3_search_allowed,True,False,True
877,877,2.782831,201.327,2.782831,201.327,True,True,m3_search_allowed,True,False,True
878,878,2.782831,203.424,2.782831,203.424,True,True,m3_search_allowed,True,False,True
879,879,2.782831,205.521,2.782831,205.521,True,True,m3_search_allowed,True,False,True
880,880,2.782831,207.618,2.782831,207.618,True,True,m3_search_allowed,True,False,True
881,881,2.782831,209.715,2.782831,209.715,True,True,m3_search_allowed,True,False,True
882,882,2.782831,211.812,2.782831,211.812,True,True,m3_search_allowed,True,False,True
883,883,2.782831,213.91,2.782831,213.91,True,True,m3_search_allowed,True,False,True
884,884,2.782831,216.007,2.782831,216.007,True,True,m3_search_allowed,True,False,True
885,885,2.782831,218.104,2.782831,218.104,True,True,m3_search_allowed,True,False,True
886,886,2.782831,220.201,2.782831,220.201,True,True,m3_search_allowed,True,False,True
887,887,2.782831,222.298,2.782831,222.298,True,True,m3_search_allowed,True,False,True
888,888,2.782831,224.395,2.782831,224.395,True,True,m3_search_allowed,True,False,True
889,889,2.782831,226.492,2.782831,226.492,True,True,m3_search_allowed,True,False,True
890,890,2.782831,228.59,2.782831,228.59,True,True,m3_search_allowed,True,False,True
891,891,2.782831,230.687,2.782831,230.687,True,True,m3_search_allowed,True,False,True
892,892,2.782831,232.784,2.782831,232.784,True,True,m3_search_allowed,True,False,True
893,893,2.782831,234.881,2.782831,234.881,True,True,m3_search_allowed,True,False,True
894,894,2.782831,236.978,2.782831,236.978,True,True,m3_search_allowed,True,False,True
895,895,2.782831,239.075,2.782831,239.075,True,True,m3_search_allowed,True,False,True
896,896,2.782831,241.172,2.782831,241.172,True,True,m3_search_allowed,True,False,True
897,897,2.782831,243.27,2.782831,243.27,True,True,m3_search_allowed,True,False,True
898,898,2.782831,245.367,2.782831,245.367,True,True,m3_search_allowed,True,False,True
899,899,2.782831,247.464,2.782831,247.464,True,True,m3_search_allowed,True,False,True
900,900,2.782831,249.561,2.782831,249.561,True,True,m3_search_allowed,True,False,True
901,901,2.782831,251.658,2.782831,251.658,True,True,m3_search_allowed,True,False,True
902,902,2.782831,253.755,2.782831,253.755,True,True,m3_search_allowed,True,False,True
903,903,2.782831,255.853,2.782831,255.853,True,True,m3_search_allowed,True,False,True
904,904,2.782831,257.95,2.782831,257.95,True,True,m3_search_allowed,True,False,True
905,905,2.782831,260.047,2.782831,260.047,True,True,m3_search_allowed,True,False,True
906,906,2.782831,262.144,2.782831,262.144,True,True,m3_search_allowed,True,False,True
907,907,2.782831,264.241,2.782831,264.241,True,True,m3_search_allowed,True,False,True
908,908,2.782831,266.338,2.782831,266.338,True,True,m3_search_allowed,True,False,True
909,909,2.782831,268.435,2.782831,268.435,True,True,m3_search_allowed,True,False,True
910,910,2.782831,270.533,2.782831,270.533,True,True,m3_search_allowed,True,False,True
911,911,2.782831,272.63,2.782831,272.63,True,True,m3_search_allowed,True,False,True
912,912,2.782831,274.727,2.782831,274.727,True,True,m3_search_allowed,True,False,True
913,913,2.782831,276.824,2.782831,276.824,True,True,m3_search_allowed,True,False,True
914,914,2.782831,278.921,2.782831,278.921,True,True,m3_search_allowed,True,False,True
915,915,2.782831,281.018,2.782831,281.018,True,True,m3_search_allowed,True,False,True
916,916,2.782831,283.116,2.782831,283.116,True,True,m3_search_allowed,True,False,True
917,917,2.782831,285.213,2.782831,285.213,True,True,m3_search_allowed,True,False,True
918,918,2.782831,287.31,2.782831,287.31,True,True,m3_search_allowed,True,False,True
919,919,2.782831,289.407,2.782831,289.407,True,True,m3_search_allowed,True,False,True
920,920,2.782831,291.504,2.782831,291.504,True,True,m3_search_allowed,True,False,True
921,921,2.782831,293.601,2.782831,293.601,True,True,m3_search_allowed,True,False,True
922,922,2.782831,295.698,2.782831,295.698,True,True,m3_search_allowed,True,False,True
923,923,2.782831,297.796,2.782831,297.796,True,True,m3_search_allowed,True,False,True
924,924,2.782831,299.893,2.782831,299.893,True,True,m3_search_allowed,True,False,True
932,932,6.86104,0.134,6.86104,0.134,True,True,m3_search_allowed,True,False,True
933,933,6.86104,0.268,6.86104,0.268,True,True,m3_search_allowed,True,False,True
934,934,6.86104,0.537,6.86104,0.537,True,True,m3_search_allowed,True,False,True
935,935,6.86104,1.074,6.86104,1.074,True,True,m3_search_allowed,True,False,True
936,936,6.86104,2.097,6.86104,2.097,True,True,m3_search_allowed,True,False,True
937,937,6.86104,4.194,6.86104,4.194,True,True,m3_search_allowed,True,False,True
938,938,6.86104,6.291,6.86104,6.291,True,True,m3_search_allowed,True,False,True
939,939,6.86104,8.389,6.86104,8.389,True,True,m3_search_allowed,True,False,True
940,940,6.86104,10.486,6.86104,10.486,True,True,m3_search_allowed,True,False,True
941,941,6.86104,12.583,6.86104,12.583,True,True,m3_search_allowed,True,False,True
942,942,6.86104,14.68,6.86104,14.68,True,True,m3_search_allowed,True,False,True
943,943,6.86104,16.777,6.86104,16.777,True,True,m3_search_allowed,True,False,True
944,944,6.86104,18.874,6.86104,18.874,True,True,m3_search_allowed,True,False,True
945,945,6.86104,20.972,6.86104,20.972,True,True,m3_search_allowed,True,False,True
946,946,6.86104,23.069,6.86104,23.069,True,True,m3_search_allowed,True,False,True
947,947,6.86104,25.166,6.86104,25.166,True,True,m3_search_allowed,True,False,True
948,948,6.86104,27.263,6.86104,27.263,True,True,m3_search_allowed,True,False,True
949,949,6.86104,29.36,6.86104,29.36,True,True,m3_search_allowed,True,False,True
950,950,6.86104,31.457,6.86104,31.457,True,True,m3_search_allowed,True,False,True
951,951,6.86104,33.554,6.86104,33.554,True,True,m3_search_allowed,True,False,True
952,952,6.86104,35.652,6.86104,35.652,True,True,m3_search_allowed,True,False,True
953,953,6.86104,37.749,6.86104,37.749,True,True,m3_search_allowed,True,False,True
954,954,6.86104,39.846,6.86104,39.846,True,True,m3_search_allowed,True,False,True
955,955,6.86104,41.943,6.86104,41.943,True,True,m3_search_allowed,True,False,True
956,956,6.86104,44.04,6.86104,44.04,True,True,m3_search_allowed,True,False,True
957,957,6.86104,46.137,6.86104,46.137,True,True,m3_search_allowed,True,False,True
958,958,6.86104,48.234,6.86104,48.234,True,True,m3_search_allowed,True,False,True
959,959,6.86104,50.332,6.86104,50.332,True,True,m3_search_allowed,True,False,True
960,960,6.86104,52.429,6.86104,52.429,True,True,m3_search_allowed,True,False,True
961,961,6.86104,54.526,6.86104,54.526,True,True,m3_search_allowed,True,False,True
962,962,6.86104,56.623,6.86104,56.623,True,True,m3_search_allowed,True,False,True
963,963,6.86104,58.72,6.86104,58.72,True,True,m3_search_allowed,True,False,True
964,964,6.86104,60.817,6.86104,60.817,True,True,m3_search_allowed,True,False,True
965,965,6.86104,62.915,6.86104,62.915,True,True,m3_search_allowed,True,False,True
966,966,6.86104,65.012,6.86104,65.012,True,True,m3_search_allowed,True,False,True
967,967,6.86104,67.109,6.86104,67.109,True,True,m3_search_allowed,True,False,True
968,968,6.86104,69.206,6.86104,69.206,True,True,m3_search_allowed,True,False,True
969,969,6.86104,71.303,6.86104,71.303,True,True,m3_search_allowed,True,False,True
970,970,6.86104,73.4,6.86104,73.4,True,True,m3_search_allowed,True,False,True
971,971,6.86104,75.497,6.86104,75.497,True,True,m3_search_allowed,True,False,True
972,972,6.86104,77.595,6.86104,77.595,True,True,m3_search_allowed,True,False,True
973,973,6.86104,79.692,6.86104,79.692,True,True,m3_search_allowed,True,False,True
974,974,6.86104,81.789,6.86104,81.789,True,True,m3_search_allowed,True,False,True
975,975,6.86104,83.886,6.86104,83.886,True,True,m3_search_allowed,True,False,True
976,976,6.86104,85.983,6.86104,85.983,True,True,m3_search_allowed,True,False,True
977,977,6.86104,88.08,6.86104,88.08,True,True,m3_search_allowed,True,False,True
978,978,6.86104,90.178,6.86104,90.178,True,True,m3_search_allowed,True,False,True
979,979,6.86104,92.275,6.86104,92.275,True,True,m3_search_allowed,True,False,True
980,980,6.86104,94.372,6.86104,94.372,True,True,m3_search_allowed,True,False,True
981,981,6.86104,96.469,6.86104,96.469,True,True,m3_search_allowed,True,False,True
982,982,6.86104,98.566,6.86104,98.566,True,True,m3_search_allowed,True,False,True
983,983,6.86104,100.663,6.86104,100.663,True,True,m3_search_allowed,True,False,True
984,984,6.86104,102.76,6.86104,102.76,True,True,m3_search_allowed,True,False,True
985,985,6.86104,104.858,6.86104,104.858,True,True,m3_search_allowed,True,False,True
986,986,6.86104,106.955,6.86104,106.955,True,True,m3_search_allowed,True,False,True
987,987,6.86104,109.052,6.86104,109.052,True,True,m3_search_allowed,True,False,True
988,988,6.86104,111.149,6.86104,111.149,True,True,m3_search_allowed,True,False,True
989,989,6.86104,113.246,6.86104,113.246,True,True,m3_search_allowed,True,False,True
990,990,6.86104,115.343,6.86104,115.343,True,True,m3_search_allowed,True,False,True
991,991,6.86104,117.441,6.86104,117.441,True,True,m3_search_allowed,True,False,True
992,992,6.86104,119.538,6.86104,119.538,True,True,m3_search_allowed,True,False,True
993,993,6.86104,121.635,6.86104,121.635,True,True,m3_search_allowed,True,False,True
994,994,6.86104,123.732,6.86104,123.732,True,True,m3_search_allowed,True,False,True
995,995,6.86104,125.829,6.86104,125.829,True,True,m3_search_allowed,True,False,True
996,996,6.86104,127.926,6.86104,127.926,True,True,m3_search_allowed,True,False,True
997,997,6.86104,130.023,6.86104,130.023,True,True,m3_search_allowed,True,False,True
998,998,6.86104,132.121,6.86104,132.121,True,True,m3_search_allowed,True,False,True
999,999,6.86104,134.218,6.86104,134.218,True,True,m3_search_allowed,True,False,True
1000,1000,6.86104,136.315,6.86104,136.315,True,True,m3_search_allowed,True,False,True
1001,1001,6.86104,138.412,6.86104,138.412,True,True,m3_search_allowed,True,False,True
1002,1002,6.86104,140.509,6.86104,140.509,True,True,m3_search_allowed,True,False,True
1003,1003,6.86104,142.606,6.86104,142.606,True,True,m3_search_allowed,True,False,True
1004,1004,6.86104,144.703,6.86104,144.703,True,True,m3_search_allowed,True,False,True
1005,1005,6.86104,146.801,6.86104,146.801,True,True,m3_search_allowed,True,False,True
1006,1006,6.86104,148.898,6.86104,148.898,True,True,m3_search_allowed,True,False,True
1007,1007,6.86104,150.995,6.86104,150.995,True,True,m3_search_allowed,True,False,True
1008,1008,6.86104,153.092,6.86104,153.092,True,True,m3_search_allowed,True,False,True
1009,1009,6.86104,155.189,6.86104,155.189,True,True,m3_search_allowed,True,False,True
1010,1010,6.86104,157.286,6.86104,157.286,True,True,m3_search_allowed,True,False,True
1011,1011,6.86104,159.384,6.86104,159.384,True,True,m3_search_allowed,True,False,True
1012,1012,6.86104,161.481,6.86104,161.481,True,True,m3_search_allowed,True,False,True
1013,1013,6.86104,163.578,6.86104,163.578,True,True,m3_search_allowed,True,False,True
1014,1014,6.86104,165.675,6.86104,165.675,True,True,m3_search_allowed,True,False,True
1015,1015,6.86104,167.772,6.86104,167.772,True,True,m3_search_allowed,True,False,True
1016,1016,6.86104,169.869,6.86104,169.869,True,True,m3_search_allowed,True,False,True
1017,1017,6.86104,171.966,6.86104,171.966,True,True,m3_search_allowed,True,False,True
1018,1018,6.86104,174.064,6.86104,174.064,True,True,m3_search_allowed,True,False,True
1019,1019,6.86104,176.161,6.86104,176.161,True,True,m3_search_allowed,True,False,True
1020,1020,6.86104,178.258,6.86104,178.258,True,True,m3_search_allowed,True,False,True
1021,1021,6.86104,180.355,6.86104,180.355,True,True,m3_search_allowed,True,False,True
1022,1022,6.86104,182.452,6.86104,182.452,True,True,m3_search_allowed,True,False,True
1023,1023,6.86104,184.549,6.86104,184.549,True,True,m3_search_allowed,True,False,True
1024,1024,6.86104,186.647,6.86104,186.647,True,True,m3_search_allowed,True,False,True
1025,1025,6.86104,188.744,6.86104,188.744,True,True,m3_search_allowed,True,False,True
1026,1026,6.86104,190.841,6.86104,190.841,True,True,m3_search_allowed,True,False,True
1027,1027,6.86104,192.938,6.86104,192.938,True,True,m3_search_allowed,True,False,True
1028,1028,6.86104,195.035,6.86104,195.035,True,True,m3_search_allowed,True,False,True
1029,1029,6.86104,197.132,6.86104,197.132,True,True,m3_search_allowed,True,False,True
1030,1030,6.86104,199.229,6.86104,199.229,True,True,m3_search_allowed,True,False,True
1031,1031,6.86104,201.327,6.86104,201.327,True,True,m3_search_allowed,True,False,True
1032,1032,6.86104,203.424,6.86104,203.424,True,True,m3_search_allowed,True,False,True
1033,1033,6.86104,205.521,6.86104,205.521,True,True,m3_search_allowed,True,False,True
1034,1034,6.86104,207.618,6.86104,207.618,True,True,m3_search_allowed,True,False,True
1035,1035,6.86104,209.715,6.86104,209.715,True,True,m3_search_allowed,True,False,True
1036,1036,6.86104,211.812,6.86104,211.812,True,True,m3_search_allowed,True,False,True
1037,1037,6.86104,213.91,6.86104,213.91,True,True,m3_search_allowed,True,False,True
1038,1038,6.86104,216.007,6.86104,216.007,True,True,m3_search_allowed,True,False,True
1039,1039,6.86104,218.104,6.86104,218.104,True,True,m3_search_allowed,True,False,True
1040,1040,6.86104,220.201,6.86104,220.201,True,True,m3_search_allowed,True,False,True
1041,1041,6.86104,222.298,6.86104,222.298,True,True,m3_search_allowed,True,False,True
1042,1042,6.86104,224.395,6.86104,224.395,True,True,m3_search_allowed,True,False,True
1043,1043,6.86104,226.492,6.86104,226.492,True,True,m3_search_allowed,True,False,True
1044,1044,6.86104,228.59,6.86104,228.59,True,True,m3_search_allowed,True,False,True
1045,1045,6.86104,230.687,6.86104,230.687,True,True,m3_search_allowed,True,False,True
1046,1046,6.86104,232.784,6.86104,232.784,True,True,m3_search_allowed,True,False,True
1047,1047,6.86104,234.881,6.86104,234.881,True,True,m3_search_allowed,True,False,True
1048,1048,6.86104,236.978,6.86104,236.978,True,True,m3_search_allowed,True,False,True
1049,1049,6.86104,239.075,6.86104,239.075,True,True,m3_search_allowed,True,False,True
1050,1050,6.86104,241.172,6.86104,241.172,True,True,m3_search_allowed,True,False,True
1051,1051,6.86104,243.27,6.86104,243.27,True,True,m3_search_allowed,True,False,True
1052,1052,6.86104,245.367,6.86104,245.367,True,True,m3_search_allowed,True,False,True
1053,1053,6.86104,247.464,6.86104,247.464,True,True,m3_search_allowed,True,False,True
1054,1054,6.86104,249.561,6.86104,249.561,True,True,m3_search_allowed,True,False,True
1055,1055,6.86104,251.658,6.86104,251.658,True,True,m3_search_allowed,True,False,True
1056,1056,6.86104,253.755,6.86104,253.755,True,True,m3_search_allowed,True,False,True
1057,1057,6.86104,255.853,6.86104,255.853,True,True,m3_search_allowed,True,False,True
1058,1058,6.86104,257.95,6.86104,257.95,True,True,m3_search_allowed,True,False,True
1059,1059,6.86104,260.047,6.86104,260.047,True,True,m3_search_allowed,True,False,True
1060,1060,6.86104,262.144,6.86104,262.144,True,True,m3_search_allowed,True,False,True
1061,1061,6.86104,264.241,6.86104,264.241,True,True,m3_search_allowed,True,False,True
