source_table,source_row_1based,Model,Loss_Source,Loss_Comparability,source_model_family_hint,N_params_B,D_tokens_B,Val_Loss,LB_Average,LB_IFEval,LB_BBH,LB_MATH,LB_GPQA,LB_MUSR,LB_MMLU_PRO,high_comparability_label,loss_finite,lb_average_finite,all_lb_finite,high_paired_finite,content_key_sha256,cross_table_duplicate,pooled_duplicate_rank,kept_in_pooled_unique_table,model_identity_status,loss_unit_status,evaluation_protocol_status,benchmark_definition_status
C6,57,Qwen/Qwen2-7B-Instruct,Qwen2 report,"Medium (different validation set, approximate)",unresolved,7.616,,2.2,27.93668778218485,56.79075962889577,37.80839092310167,27.64350453172205,6.375838926174497,7.3656250000000005,31.636007683215123,False,True,True,True,False,92f0dc501cca65f66d596f473a87352e6d86983a4ada621ea4f2919f3c3e4281,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,58,Qwen/Qwen2.5-0.5B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,0.494,,2.81,10.107543850719255,31.529120511354318,8.169502268182768,10.347432024169184,1.230425055928408,1.3734374999999996,7.99534574468085,False,True,True,True,False,c952bb7a723c33f73572310faca1553693236c4fc57bad6cdf55ff4252dcd994,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,59,Qwen/Qwen2.5-1.5B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,1.5,,2.58,18.430509141644382,44.75569267321818,19.809786497358974,22.054380664652566,0.7829977628635317,3.1890625000000004,19.99113475177305,False,True,True,True,False,f04b5aadca6a86e0d36de68c118e2ec32adfb5b6c3386fcb4d5d327f707ed922,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,60,Qwen/Qwen2.5-14B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,14.77,,2.02,41.30945747711163,81.57776920792386,48.36070661282705,54.7583081570997,9.61968680089485,10.157812500000004,43.382461583924346,False,True,True,True,False,120c5d4b203c41dc4ca6faa62894ac7040f9f29b631332a080bb5cc3551ec2ce,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,61,Qwen/Qwen2.5-14B-Instruct-1M,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,14.77,,2.02,41.559026792386994,84.1356489669632,45.658280600233155,53.02114803625378,12.416107382550338,11.350000000000003,42.77297576832151,False,True,True,True,False,82cacd53b82f5488440ec018413986d4e5a7a5df24e241703199d733ea08f4f1,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,62,Qwen/Qwen2.5-32B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,32.764,,1.95,46.59714569921449,83.46121623957765,56.48934826159387,62.53776435045317,11.74496644295302,13.498958333333329,51.85062056737589,False,True,True,True,False,ea886a1c959b900657332f984560528117149c2f6b02f10aa2c2be333dd070cc,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,63,Qwen/Qwen2.5-72B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,72.706,,1.85,47.98045991216864,86.3837949972739,61.873255668787884,59.818731117824775,16.666666666666664,11.742187500000005,51.39812352245864,False,True,True,True,False,ed54fa424164bd965882aa6d687dab6ab08b10493f607aae0e9d9da6c24cb3ad,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,64,Qwen/Qwen2.5-7B-Instruct,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,7.616,,2.15,35.200108659947965,75.85251576926998,34.89211675876548,50.0,5.480984340044745,8.453906250000001,36.52112884160757,False,True,True,True,False,04c56eb677592e9d1595f93f579abca69356b42ada7b0453f564b7635dfdfa80,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,65,Qwen/Qwen2.5-7B-Instruct-1M,Qwen2.5 report,"Medium (different validation set, approximate)",unresolved,7.616,,2.15,32.76394723937119,74.47616767953474,35.02629094112727,43.353474320241695,6.375838926174497,9.520572916666667,27.83133865248227,False,True,True,True,False,4398ccde828e3cb2c40b9b4ebba57aa9f2ad5b450632c6f27f3ee72889160399,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,66,bigscience/bloom-7b1,BLOOM paper,"Medium (different validation set, approximate)",unresolved,7.069,,2.35,3.795510241848182,13.221696210499253,4.038808518979752,0.5287009063444109,1.9015659955257262,1.920572916666666,1.1617169030732852,False,True,True,True,False,24a1028e5a6e7d9bfc9db463ad92424b6e3ff1dab2cab8aab659f568874972e5,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,67,google/gemma-2-27b-it,Gemma2 report,"Medium (different validation set, approximate)",unresolved,27.227,,1.95,36.17428251510342,79.77677008116243,49.27284215130387,23.867069486404834,16.666666666666664,9.112760416666667,38.34958628841608,False,True,True,True,False,feb75b0eef3258936f642feb6c6bcf12b3c5248b9ad78fadb3429b86066dd86f,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,68,google/gemma-2-2b-it,Gemma2 report,"Medium (different validation set, approximate)",unresolved,2.614,,2.39,17.046939294966545,56.68337788179808,17.980792881523424,0.0755287009063444,3.243847874720355,7.077343750000001,17.22074468085106,False,True,True,True,False,66b19226bd12c3abc8f4ac87dade60a1d16a4ca5aed9d90f6560ffdf0ff6e801,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,69,google/gemma-2-2b-jpn-it,Gemma2 report,"Medium (different validation set, approximate)",unresolved,2.614,,2.39,17.11540570593849,50.778268328036276,18.525626449832735,3.474320241691843,4.697986577181204,7.681510416666669,17.53472222222222,False,True,True,True,False,0f931317625bd227298477833a3f44aeab88ef0e90968c708f49422a698dd276,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,70,google/gemma-2-9b-it,Gemma2 report,"Medium (different validation set, approximate)",unresolved,9.0,,2.1,32.07276025267082,74.35626360279613,42.136619683664655,19.486404833836858,14.76510067114094,9.742187500000002,31.949985224586293,False,True,True,True,False,d7ba727a4519290ac00f87df766b1334984e16efb4eb02d811cbb09d49b367e5,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,71,google/gemma-7b-it,Gemma report,"Medium (different validation set, approximate)",unresolved,8.538,,2.24,13.067087110466217,38.68324933398937,11.940832085290182,2.9456193353474323,4.5861297539149914,12.528385416666667,7.7183067375886525,False,True,True,True,False,ea12131032279662ba58867041cecd234b6243c0221b55f4779b0ee8c780f3cc,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,72,meta-llama/Meta-Llama-3-70B-Instruct,Llama3 technical report,"Medium (different validation set, approximate)",unresolved,70.554,,1.71,36.37222412927012,80.99077115387172,50.18513318440344,24.47129909365559,4.921700223713646,10.92057291666667,46.74386820330969,False,True,True,True,False,31542103154b43b12b16548a8632b9b5611fbc8e2aaab6ec7868eb2a6e7e4e9e,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,73,meta-llama/Meta-Llama-3-8B-Instruct,Llama3 technical report,"Medium (different validation set, approximate)",unresolved,8.03,,1.76,23.908735693936837,74.08398604591373,28.244949576343615,8.685800604229607,1.230425055928408,1.602864583333335,29.604388297872337,False,True,True,True,False,0c90796e4e42186d6682a16fb4b66a437c28c30e99bea38ef664005356037dc2,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,74,microsoft/phi-1,Phi-1.5 paper,"Medium (different validation set, approximate)",unresolved,1.418,,2.32,5.574318195377169,20.6805719934219,4.273999212214679,0.9818731117824773,2.0134228187919474,3.697135416666667,1.798906619385342,False,True,True,True,False,4fad7b7b66d972d37b09eed6f482fe660ddd0baeb8665defa74b71b1f854ad24,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,75,tiiuae/falcon-40b-instruct,Falcon technical report,"Medium (different validation set, approximate)",unresolved,40.0,,2.05,10.484506782098748,24.54487426694504,17.220114203264526,1.9637462235649545,0.0,5.161979166666666,14.016326832151298,False,True,True,True,False,f00af6373162af555f4088583fc7b6a2e129b5d92fcd452f63a354fc37051561,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,76,tiiuae/falcon-7b-instruct,Falcon technical report,"Medium (different validation set, approximate)",unresolved,7.0,,2.25,5.1165739086852,19.68886997610784,4.8231784606744315,1.2084592145015105,0.0,3.2539062500000004,1.725029550827422,False,True,True,True,False,0da96769df9040d0b0bae92db8db9c8ea7e60b3e48d542cb7aa2adde0ea65919,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
